taxon,growthForm,guild,trophicMode,confidenceRanking,n_assemblies
Trichothecium,Microfungus,Fungal Parasite-|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph,Probable,2
Trichothecium roseum,NULL,Plant Pathogen,Pathotroph,Probable,1
Trigonopsis,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,4
Trimorphomyces,Dimorphic-Facultative Yeast,|Fungal Parasite|-Undefined Saprotroph,Pathotroph-Saprotroph,Highly Probable,1
Truncatella angustata,NULL,Endophyte-Plant Pathogen,Pathotroph-Symbiotroph,Possible,1
Trypethelium,Microfungus-Thallus,|Lichenized|-Wood Saprotroph,Saprotroph-Symbiotroph,Highly Probable,1
Tuber,Gasteroid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,9
Tubosaeta,Agaricoid,|Ectomycorrhizal|,Symbiotroph,Probable,3
Tubulinosema,Microfungus,|Animal Parasite|,Pathotroph,Probable,1
Tulasnella,Corticioid,Ectomycorrhizal-|Plant Saprotroph|-Undefined Saprotroph,Saprotroph-Symbiotroph,Possible,13
Tulasnella calospora,NULL,Endophyte,Symbiotroph,Highly Probable,1
Tylopilus,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,18
Tympanopsis,Microfungus,Fungal Parasite-Undefined Saprotroph-|Wood Saprotroph|,Pathotroph-Saprotroph,Probable,1
Udeniomyces megalosporus,Yeast,Litter Saprotroph,Saprotroph,Probable,1
Udeniomyces pyricola,Yeast,Epiphyte,Symbiotroph,Probable,1
Umbelopsis,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,5
Umbelopsis ramanniana,NULL,Undefined Saprotroph,Saprotroph,Probable,1
Umbilicaria,Thallus,|Lichenized|,Symbiotroph,Highly Probable,9
Uncinocarpus,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Uromyces,Rust,|Plant Pathogen|,Pathotroph,Probable,1
Uromyces viciae-fabae,Rust,Plant Pathogen,Pathotroph,Probable,1
Usnea,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Usnochroma,Thallus,|Lichenized|,Symbiotroph,Probable,1
Ustanciosporium,Dimorphic-Facultative Yeast-Smut,|Plant Pathogen|,Pathotroph,Probable,1
Ustilaginoidea,Microfungus,Clavicipitaceous Endophyte-|Plant Pathogen|,Pathotroph-Symbiotroph,Possible,1
Ustilaginoidea virens,NULL,Plant Pathogen,Pathotroph,Probable,1
Ustilago,Dimorphic-Facultative Yeast-Smut,|Plant Pathogen|,Pathotroph,Probable,13
Ustilago hordei,Smut,Plant Pathogen,Pathotroph,Probable,1
Ustilago maydis,Facultative Yeast-Smut,Plant Pathogen,Pathotroph,Highly Probable,1
Ustilago nuda,Smut,Plant Pathogen,Pathotroph,Probable,1
Ustilago tritici,Smut,Plant Pathogen,Pathotroph,Probable,1
Ustulina deusta,NULL,Plant Pathogen,Pathotroph,Probable,1
Vairimorpha,Microfungus,|Animal Parasite|,Pathotroph,Probable,4
Valsa,Microfungus,|Plant Pathogen|,Pathotroph,Probable,4
Vanderwaltozyma,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,4
Vanrija,Yeast,|Wood Saprotroph|,Saprotroph,Probable,4
Vararia,Corticioid,Undefined Saprotroph-|Wood Saprotroph|,Saprotroph,Probable,1
Varicellaria,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Variospora,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Vavraia,Microfungus,|Animal Parasite|,Pathotroph,Probable,1
Veloporphyrellus,Agaricoid,|Ectomycorrhizal|,Symbiotroph,Probable,1
Venturia,Microfungus,|Plant Pathogen|-Plant Saprotroph,Pathotroph-Pathotroph-Saprotroph,Probable,6
Venturia carpophila,NULL,Plant Pathogen,Pathotroph,Probable,1
Venturia inaequalis,NULL,Plant Pathogen,Pathotroph,Probable,1
Venturiaceae,Microfungus,Endophyte-Plant Pathogen-Undefined Saprotroph,Pathotroph-Saprotroph-Symbiotroph,Probable,1
Verpa,Microfungus,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,2
Verruconis,Microfungus,|Animal Parasite|-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,2
Verticillium,Microfungus,Endophyte-Fungal Parasite-|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph-Symbiotroph,Probable,7
Verticillium albo-atrum,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Verticillium dahliae,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Verticillium longisporum,Microfungus,Plant Pathogen,Pathotroph,Probable,1
Vezdaea,Thallus,|Lichenized|,Symbiotroph,Highly Probable,2
Violaceomyces,Yeast,|Epiphyte|-Plant Saprotroph,Saprotroph-Symbiotroph,Probable,1
Viridothelium,Microfungus-Thallus,|Lichenized|-Wood Saprotroph,Saprotroph-Symbiotroph,Probable,1
Vishniacozyma,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,1
Vittaforma,Microfungus,|Animal Parasite|,Pathotroph,Probable,1
Volutella,Microfungus,|Plant Pathogen|,Pathotroph,Probable,1
Volvariella,Agaricoid,|Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph,Saprotroph,Highly Probable,1
Volvariella surrecta,Agaricoid,Fungal Parasite,Pathotroph,Highly Probable,1
Waitea circinata,NULL,Plant Pathogen,Pathotroph,Probable,1
Wakefieldia,Gasteroid,|Ectomycorrhizal|,Symbiotroph,Probable,1
Wallemia,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,3
Westerdykella,Microfungus,|Dung Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,4
Whalleya microplaca,Microfungus,Endophyte,Symbiotroph,Possible,1
Wickerhamia,Yeast,|Dung Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,1
Wickerhamiella,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,32
Wickerhamomyces,Yeast,|Plant Saprotroph|-Undefined Saprotroph,Saprotroph,Probable,43
Wickerhamomyces anomalus,NULL,Animal Pathogen,Pathotroph,Probable,1
Wickerhamomyces subpelliculosus,NULL,Animal Pathogen,Pathotroph,Probable,1
Wilcoxina,Microfungus-Pezizoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,1
Wolfiporia,Corticioid,|Wood Saprotroph|,Saprotroph,Highly Probable,1
Xanthoconium,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,3
Xanthomendoza,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Xanthoparmelia,Thallus,|Lichenized|,Symbiotroph,Highly Probable,1
Xanthoria,Thallus,|Lichenized|,Symbiotroph,Highly Probable,5
Xenoacremonium,Microfungus,|Wood Saprotroph|,Saprotroph,Probable,1
Xerocomellus,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,4
Xerocomus,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Highly Probable,14
Xeromyces,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Xylaria,Microfungus-Xylarioid,Endophyte-Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|,Saprotroph-Symbiotroph,Probable,22
Xylaria acuta,Xylarioid,Undefined Saprotroph,Saprotroph,Probable,1
Xylaria arbuscula,Xylarioid,Endophyte,Symbiotroph,Highly Probable,1
Xylaria bambusicola,Xylarioid,Endophyte,Symbiotroph,Possible,1
Xylaria castorea,Xylarioid,Endophyte,Symbiotroph,Highly Probable,1
Xylaria cubensis,Xylarioid,Endophyte,Symbiotroph,Highly Probable,1
Xylaria curta,Xylarioid,Endophyte,Symbiotroph,Highly Probable,1
Xylaria digitata,Xylarioid,Wood Saprotroph,Saprotroph,Probable,1
Xylaria hypoxylon,Xylarioid,Endophyte-Wood Saprotroph,Pathotroph-Saprotroph,Highly Probable,1
Xylaria longipes,Xylarioid,Endophyte,Symbiotroph,Highly Probable,1
Xylaria multiplex,Xylarioid,Endophyte,Symbiotroph,Highly Probable,1
Xylaria palmicola,Xylarioid,Endophyte,Symbiotroph,Highly Probable,1
Xylaria polymorpha,Xylarioid,Wood Saprotroph,Saprotroph,Highly Probable,1
Xylaria telfairii,Xylarioid,Endophyte,Symbiotroph,Highly Probable,1
Xylariaceae,Xylarioid,Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph,Pathotroph-Saprotroph-Symbiotroph,Probable,16
Xylogone,Microfungus,|Fungal Parasite|,Pathotroph,Probable,1
Xylographa,Thallus,|Lichenized|,Symbiotroph,Highly Probable,8
Xylona,Microfungus,|Endophyte|-Plant Saprotroph,Saprotroph-Symbiotroph,Probable,1
Yamadazyma,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,51
Yamadazyma mexicana,NULL,Animal Pathogen,Pathotroph,Probable,1
Yamadazyma nakazawae,NULL,Animal Pathogen,Pathotroph,Probable,1
Yamadazyma scolyti,NULL,Animal Pathogen,Pathotroph,Probable,1
Yarrowia,Yeast,|Undefined Saprotroph|,Saprotroph,Highly Probable,18
Yarrowia lipolytica,Yeast,Undefined Saprotroph,Saprotroph,Highly Probable,1
Yueomyces,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,4
Zalaria,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,2
Zalerion,Microfungus,Plant Pathogen-|Plant Saprotroph|-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Zancudomyces,Microfungus,|Animal Symbiotroph|,Symbiotroph,Probable,1
Zangia,Agaricoid-Boletoid,|Ectomycorrhizal|,Symbiotroph,Probable,1
Zasmidium,Microfungus,|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,3
Zoopage,Microfungus,Animal Parasite-Animal Pathogen-|Protist Parasite|,Pathotroph,Probable,1
Zoophagus,Microfungus,|Animal Parasite|-Animal Pathogen-Undefined Saprotroph,Pathotroph-Saprotroph,Probable,1
Zopfia rhizophila,NULL,Plant Pathogen,Pathotroph,Probable,1
Zopfochytrium,Chytrid-Microfungus,Algal Saprotroph-|Plant Saprotroph|,Saprotroph,Probable,1
Zychaea,Microfungus,|Undefined Saprotroph|,Saprotroph,Probable,1
Zygoascus,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,9
Zygoascus hellenicus,NULL,Animal Pathogen,Pathotroph,Probable,1
Zygoascus meyerae,NULL,Animal Pathogen,Pathotroph,Probable,1
Zygosaccharomyces,Facultative Yeast-Yeast,Plant Pathogen-|Undefined Saprotroph|,Pathotroph-Saprotroph,Probable,10
Zygosaccharomyces bailii,Facultative Yeast,Plant Pathogen,Pathotroph,Probable,1
Zygosaccharomyces rouxii,Facultative Yeast,Undefined Saprotroph,Saprotroph,Probable,1
Zygotorulaspora,Yeast,|Undefined Saprotroph|,Saprotroph,Probable,4
Zygotorulaspora florentina,Facultative Yeast,Plant Pathogen,Pathotroph,Probable,1
Zymoseptoria,Microfungus,|Plant Pathogen|-Plant Saprotroph,Pathotroph-Saprotroph,Probable,6
