q	s	pident	length	qlen	slen	qstart	qend	sstart	send	evalue	bits	qcov	scov	q_label	s_label	q_locus	s_locus
B3301|C251A4F_003646-T1	407-0_S_OLD_CPA0002|C577643_002522-T1	25.6	422	844	898	327	733	334	735	5.11e-27	110.0	0.482	0.448	H027	H065	L004	L006
730332_Guatemala|C45F23D_001753-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	46.3	121	150	1090	1	121	399	517	4.55e-31	110.0	0.807	0.109	H030	H025	L001	L008
CA23|C477594_005344-T1	CA7|CFA4D20_007665-T1	22.9	669	1580	798	62	669	141	779	1.2900000000000001e-26	110.0	0.385	0.801	H054	H078	L005	L001
UTAH_23742X6|CAC50EA_001516-T1	GT-101|C4EFBB3_002316-T1	24.3	473	1363	1631	321	766	355	808	1.8500000000000002e-26	110.0	0.327	0.278	H026	H051	L004	L006
UTAH_23742X6|CAC50EA_001516-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	25.6	422	1363	1608	327	733	334	735	1.84e-26	110.0	0.299	0.25	H026	H047	L004	L006
B3301|C251A4F_003646-T1	GT-101|C4EFBB3_002316-T1	24.3	473	844	1631	321	766	355	808	7.56e-27	110.0	0.528	0.278	H027	H051	L004	L006
B3301|C251A4F_003646-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	25.6	422	844	1608	327	733	334	735	7.520000000000001e-27	110.0	0.482	0.25	H027	H047	L004	L006
409B-0_L_OLD_CPA0011|C90261E_007970-T1	730332_Guatemala|C45F23D_001753-T1	46.3	121	1090	150	399	517	1	121	4.5e-30	109.0	0.109	0.807	H025	H030	L008	L001
CA7|CFA4D20_007665-T1	B11002|C5E4193_001102-T1	27.4	343	798	581	452	776	73	402	8.240000000000001e-27	108.0	0.407	0.568	H078	H074	L001	L004
B3301|C251A4F_003646-T1	B15142|CE5AC85_003480-T1	24.9	426	844	768	321	733	355	761	2.21e-26	108.0	0.489	0.53	H027	H075	L004	L006
UTAH_23742X6|CAC50EA_001516-T1	B15142|CE5AC85_003480-T1	24.9	426	1363	768	321	733	355	761	5.1000000000000005e-26	108.0	0.303	0.53	H026	H075	L004	L006
B15142|CE5AC85_003480-T1	B11002|C5E4193_001102-T1	25.1	427	768	581	355	761	58	470	1.01e-26	108.0	0.53	0.711	H075	H074	L006	L004
B11002|C5E4193_001102-T1	GT-101|C4EFBB3_002316-T1	24.9	426	581	1631	58	470	355	761	2.12e-26	107.0	0.711	0.25	H074	H051	L004	L006
B11002|C5E4193_001102-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	25.4	422	581	1608	64	470	334	735	1.59e-26	107.0	0.701	0.25	H074	H047	L004	L006
B3491|C53B4A4_001549-T1	GT-101|C4EFBB3_002316-T1	20.8	792	1273	1631	142	883	106	808	1.9099999999999999e-25	107.0	0.583	0.431	H048	H051	L001	L006
B11002|C5E4193_001102-T1	407-0_S_OLD_CPA0002|C577643_002522-T1	25.4	422	581	898	64	470	334	735	1.1800000000000001e-26	107.0	0.701	0.448	H074	H065	L004	L006
B16531|C0BF1BA_007130-T1	GT-101|C4EFBB3_002316-T1	20.7	792	1371	1631	142	883	106	808	1.63e-25	107.0	0.541	0.431	H068	H051	L001	L006
730332_Guatemala|C45F23D_001753-T1	5SD|CCCC1E1_001065-T1	43.8	121	150	797	1	121	57	175	9.739999999999999e-30	106.0	0.807	0.149	H030	H028	L001	L008
UTAH_23742X6|CAC50EA_001516-T1	CA7|CFA4D20_007665-T1	27.7	343	1363	798	336	665	452	776	2.13e-25	106.0	0.242	0.407	H026	H078	L004	L001
B3301|C251A4F_003646-T1	CA7|CFA4D20_007665-T1	27.7	343	844	798	336	665	452	776	9.31e-26	106.0	0.391	0.407	H027	H078	L004	L001
UTAH_23742X205|CB0BD29_008619-T1	GT-101|C4EFBB3_002316-T1	20.8	792	1014	1631	142	883	106	808	5.0299999999999995e-25	105.0	0.732	0.431	H067	H051	L001	L006
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	GT-101|C4EFBB3_002316-T1	20.7	792	983	1631	142	883	106	808	3.62e-25	105.0	0.755	0.431	H083	H051	L001	L006
B11002|C5E4193_001102-T1	B15142|CE5AC85_003480-T1	24.6	426	581	768	58	470	355	761	7.38e-26	105.0	0.711	0.53	H074	H075	L004	L006
B12527|C750C60_003353-T1	GT-101|C4EFBB3_002316-T1	20.7	792	1595	1631	142	883	106	808	7.87e-25	105.0	0.465	0.431	H060	H051	L001	L006
B3440|C2CD592_003898-T1	GT-101|C4EFBB3_002316-T1	20.7	792	1687	1631	142	883	106	808	8.51e-25	105.0	0.44	0.431	H053	H051	L001	L006
5SD|CCCC1E1_001065-T1	730332_Guatemala|C45F23D_001753-T1	43.8	121	797	150	57	175	1	121	1.79e-28	104.0	0.149	0.807	H028	H030	L008	L001
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	GT-101|C4EFBB3_002316-T1	20.6	792	983	1631	142	883	106	808	6.23e-25	104.0	0.755	0.431	H084	H051	L020	L006
TX8|C5FF6CA_008304-T1	GT-101|C4EFBB3_002316-T1	20.6	792	983	1631	142	883	106	808	6.23e-25	104.0	0.755	0.431	H085	H051	L001	L006
COCSP_8725|CCC6481_008432-T1	GT-101|C4EFBB3_002316-T1	20.6	792	1012	1631	142	883	106	808	6.58e-25	104.0	0.733	0.431	H061	H051	L001	L006
B11002|C5E4193_001102-T1	CA7|CFA4D20_007665-T1	27.4	343	581	798	73	402	452	776	3.15e-25	103.0	0.568	0.407	H074	H078	L004	L001
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	CA23|C477594_005344-T1	22.3	784	983	1580	141	883	62	771	1.06e-24	103.0	0.756	0.449	H084	H054	L020	L005
B3440|C2CD592_003898-T1	CA23|C477594_005344-T1	22.3	784	1687	1580	141	883	62	771	3.24e-24	103.0	0.44	0.449	H053	H054	L001	L005
B3491|C53B4A4_001549-T1	CA23|C477594_005344-T1	22.2	784	1273	1580	141	883	62	771	3.71e-24	102.0	0.584	0.449	H048	H054	L001	L005
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	CA23|C477594_005344-T1	22.2	784	983	1580	141	883	62	771	3.15e-24	102.0	0.756	0.449	H083	H054	L001	L005
B15142|CE5AC85_003480-T1	B3491|C53B4A4_001549-T1	21.0	749	768	1273	106	761	142	855	2.27e-24	102.0	0.854	0.561	H075	H048	L006	L001
COCSP_8725|CCC6481_008432-T1	CA23|C477594_005344-T1	22.1	784	1012	1580	141	883	62	771	5.7299999999999996e-24	101.0	0.734	0.449	H061	H054	L001	L005
409B-0_L_OLD_CPA0011|C90261E_005650-T1	GT-111|C5A2EA4_002972-T1	30.7	241	905	934	1	236	641	876	3.45e-24	101.0	0.261	0.253	H072	H046	L005	L010
UTAH_23742X205|CB0BD29_008619-T1	CA23|C477594_005344-T1	22.3	784	1014	1580	141	883	62	771	5.7499999999999995e-24	101.0	0.733	0.449	H067	H054	L001	L005
TX8|C5FF6CA_008304-T1	CA23|C477594_005344-T1	22.1	784	983	1580	141	883	62	771	5.43e-24	101.0	0.756	0.449	H085	H054	L001	L005
B15142|CE5AC85_003480-T1	B16531|C0BF1BA_007130-T1	21.0	749	768	1371	106	761	142	855	3.0899999999999997e-24	101.0	0.854	0.521	H075	H068	L006	L001
B15142|CE5AC85_003480-T1	UTAH_23742X205|CB0BD29_008619-T1	21.1	749	768	1014	106	761	142	855	7.85e-24	100.0	0.854	0.704	H075	H067	L006	L001
CA23|C477594_005344-T1	UTAH_23742X6|CAC50EA_001516-T1	23.7	493	1580	1363	300	771	307	766	2.4199999999999998e-23	100.0	0.299	0.337	H054	H026	L005	L004
B15142|CE5AC85_003480-T1	B3440|C2CD592_003898-T1	21.0	749	768	1687	106	761	142	855	7.61e-24	100.0	0.854	0.423	H075	H053	L006	L001
CA23|C477594_005344-T1	B3301|C251A4F_003646-T1	23.7	493	1580	844	300	771	307	766	1.7099999999999998e-23	100.0	0.299	0.545	H054	H027	L005	L004
B15142|CE5AC85_003480-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	21.0	749	768	983	106	761	142	855	1.0099999999999999e-23	99.8	0.854	0.726	H075	H083	L006	L001
B15142|CE5AC85_003480-T1	B12527|C750C60_003353-T1	21.0	749	768	1595	106	761	142	855	1.29e-23	99.8	0.854	0.448	H075	H060	L006	L001
B15142|CE5AC85_003480-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	20.8	749	768	983	106	761	142	855	1.0099999999999999e-23	99.8	0.854	0.726	H075	H084	L006	L020
B15142|CE5AC85_003480-T1	TX8|C5FF6CA_008304-T1	20.8	749	768	983	106	761	142	855	1.7599999999999997e-23	99.0	0.854	0.726	H075	H085	L006	L001
B15142|CE5AC85_003480-T1	COCSP_8725|CCC6481_008432-T1	20.8	749	768	1012	106	761	142	855	1.79e-23	99.0	0.854	0.706	H075	H061	L006	L001
CA23|C477594_005344-T1	B11002|C5E4193_001102-T1	23.5	493	1580	581	300	771	44	503	4.8099999999999994e-23	98.2	0.299	0.792	H054	H074	L005	L004
CA7|CFA4D20_007665-T1	CA23|C477594_005344-T1	23.1	667	798	1580	141	777	62	667	5.519999999999999e-23	97.8	0.798	0.384	H078	H054	L001	L005
GT-147|C9481DC_005228-T1	B3301|C251A4F_003646-T1	24.6	472	1038	844	326	765	336	766	6.229999999999999e-23	97.8	0.424	0.511	H041	H027	L005	L004
GT-147|C9481DC_005228-T1	UTAH_23742X6|CAC50EA_001516-T1	24.6	472	1038	1363	326	765	336	766	8.549999999999999e-23	97.8	0.424	0.316	H041	H026	L005	L004
GT-101|C4EFBB3_002316-T1	CA7|CFA4D20_007665-T1	21.1	660	1631	798	106	687	142	767	1.97e-22	97.1	0.357	0.784	H051	H078	L006	L001
GT-111|C5A2EA4_002972-T1	409B-0_L_OLD_CPA0011|C90261E_005650-T1	31.8	217	934	905	641	853	1	212	1.26e-22	96.7	0.228	0.234	H046	H072	L010	L005
B16531|C0BF1BA_007130-T1	B15142|CE5AC85_003480-T1	20.9	748	1371	768	142	855	106	761	1.95e-22	96.7	0.521	0.854	H068	H075	L001	L006
578-1_L_NEW_CPA0049|C79DB71_007498-T1	UTAH_23742X6|CAC50EA_001516-T1	24.4	472	1575	1363	326	765	336	766	4.73e-22	96.3	0.279	0.316	H052	H026	L005	L004
B3491|C53B4A4_001549-T1	B15142|CE5AC85_003480-T1	21.0	748	1273	768	142	855	106	761	2.31e-22	96.3	0.561	0.854	H048	H075	L001	L006
578-1_L_NEW_CPA0049|C79DB71_007498-T1	B3301|C251A4F_003646-T1	24.4	472	1575	844	326	765	336	766	3.44e-22	96.3	0.279	0.511	H052	H027	L005	L004
GT-147|C9481DC_005228-T1	B11002|C5E4193_001102-T1	23.9	472	1038	581	326	765	73	503	1.88e-22	95.5	0.424	0.742	H041	H074	L005	L004
UTAH_23742X6|CAC50EA_001516-T1	GT-147|C9481DC_005228-T1	23.9	485	1363	1038	336	779	326	778	7.53e-22	95.1	0.326	0.436	H026	H041	L004	L005
B15142|CE5AC85_003480-T1	B11035|C5FC1D8_003314-T1	25.5	282	768	1123	485	763	2	278	2.99e-22	95.1	0.363	0.247	H075	H057	L006	L005
B3301|C251A4F_003646-T1	GT-147|C9481DC_005228-T1	23.9	485	844	1038	336	779	326	778	3.45e-22	95.1	0.526	0.436	H027	H041	L004	L005
B3440|C2CD592_003898-T1	B15142|CE5AC85_003480-T1	20.9	748	1687	768	142	855	106	761	1.02e-21	94.7	0.423	0.854	H053	H075	L001	L006
B12527|C750C60_003353-T1	B15142|CE5AC85_003480-T1	20.9	748	1595	768	142	855	106	761	9.46e-22	94.7	0.448	0.854	H060	H075	L001	L006
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	B15142|CE5AC85_003480-T1	20.9	748	983	768	142	855	106	761	4.65e-22	94.7	0.726	0.854	H083	H075	L001	L006
B15142|CE5AC85_003480-T1	CA7|CFA4D20_007665-T1	21.2	637	768	798	106	664	142	749	3.07e-22	94.7	0.728	0.762	H075	H078	L006	L001
UTAH_23742X205|CB0BD29_008619-T1	B15142|CE5AC85_003480-T1	21.0	748	1014	768	142	855	106	761	6.44e-22	94.4	0.704	0.854	H067	H075	L001	L006
B11035|C5FC1D8_003314-T1	B15142|CE5AC85_003480-T1	25.9	282	1123	768	2	278	485	763	9.95e-22	94.0	0.247	0.363	H057	H075	L005	L006
TX8|C5FF6CA_008304-T1	B15142|CE5AC85_003480-T1	20.7	748	983	768	142	855	106	761	8.06e-22	94.0	0.726	0.854	H085	H075	L001	L006
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	B15142|CE5AC85_003480-T1	20.7	748	983	768	142	855	106	761	8.06e-22	94.0	0.726	0.854	H084	H075	L020	L006
578-1_L_NEW_CPA0049|C79DB71_007498-T1	B11002|C5E4193_001102-T1	23.7	472	1575	581	326	765	73	503	1.0300000000000001e-21	94.0	0.279	0.742	H052	H074	L005	L004
COCSP_8725|CCC6481_008432-T1	B15142|CE5AC85_003480-T1	20.7	748	1012	768	142	855	106	761	8.45e-22	94.0	0.706	0.854	H061	H075	L001	L006
B11002|C5E4193_001102-T1	GT-147|C9481DC_005228-T1	23.7	494	581	1038	73	525	326	787	5.640000000000001e-22	93.2	0.78	0.445	H074	H041	L004	L005
B3301|C251A4F_003646-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	23.7	485	844	1575	336	779	326	778	1.6400000000000002e-21	93.2	0.526	0.288	H027	H052	L004	L005
UTAH_23742X6|CAC50EA_001516-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	23.7	485	1363	1575	336	779	326	778	3.56e-21	93.2	0.326	0.288	H026	H052	L004	L005
GT-111|C5A2EA4_002972-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	22.2	680	934	983	79	660	141	792	2.7200000000000002e-21	92.4	0.623	0.663	H046	H084	L010	L020
GT-111|C5A2EA4_002972-T1	B3440|C2CD592_003898-T1	22.2	680	934	1687	79	660	141	792	4.5600000000000005e-21	92.0	0.623	0.386	H046	H053	L010	L001
GT-111|C5A2EA4_002972-T1	B16531|C0BF1BA_007130-T1	22.1	680	934	1371	79	660	141	792	5.5700000000000004e-21	91.7	0.623	0.476	H046	H068	L010	L001
B11002|C5E4193_001102-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	23.5	494	581	1575	73	525	326	787	2.6800000000000003e-21	91.3	0.78	0.293	H074	H052	L004	L005
GT-171|C28DABA_004054-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	22.2	681	995	983	53	649	141	781	6.88e-21	91.3	0.6	0.652	H069	H084	L005	L020
GT-111|C5A2EA4_002972-T1	B3491|C53B4A4_001549-T1	22.3	677	934	1273	79	660	141	792	7.09e-21	91.3	0.623	0.512	H046	H048	L010	L001
GT-171|C28DABA_004054-T1	B3440|C2CD592_003898-T1	22.2	681	995	1687	53	649	141	781	1.15e-20	90.9	0.6	0.38	H069	H053	L005	L001
GT-111|C5A2EA4_002972-T1	CA7|CFA4D20_007665-T1	22.3	677	934	798	79	660	141	792	9.13e-21	90.5	0.623	0.817	H046	H078	L010	L001
CA7|CFA4D20_007665-T1	GT-101|C4EFBB3_002316-T1	20.9	659	798	1631	142	767	106	687	1e-20	90.5	0.784	0.357	H078	H051	L001	L006
GT-111|C5A2EA4_002972-T1	B12527|C750C60_003353-T1	22.1	680	934	1595	79	660	141	792	1.33e-20	90.5	0.623	0.409	H046	H060	L010	L001
GT-111|C5A2EA4_002972-T1	UTAH_23742X205|CB0BD29_008619-T1	22.3	677	934	1014	79	660	141	792	1.09e-20	90.5	0.623	0.643	H046	H067	L010	L001
GT-111|C5A2EA4_002972-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	22.1	680	934	983	79	660	141	792	1.07e-20	90.5	0.623	0.663	H046	H083	L010	L001
GT-171|C28DABA_004054-T1	B3491|C53B4A4_001549-T1	22.6	686	995	1273	53	649	141	781	2.34e-20	89.7	0.6	0.504	H069	H048	L005	L001
GT-111|C5A2EA4_002972-T1	COCSP_8725|CCC6481_008432-T1	21.9	680	934	1012	79	660	141	792	3.25e-20	89.0	0.623	0.644	H046	H061	L010	L001
GT-171|C28DABA_004054-T1	CA7|CFA4D20_007665-T1	22.6	686	995	798	53	649	141	781	3.03e-20	89.0	0.6	0.803	H069	H078	L005	L001
GT-171|C28DABA_004054-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	22.1	682	995	983	53	649	141	781	3.54e-20	89.0	0.6	0.652	H069	H083	L005	L001
GT-111|C5A2EA4_002972-T1	TX8|C5FF6CA_008304-T1	21.9	680	934	983	79	660	141	792	3.19e-20	89.0	0.623	0.663	H046	H085	L010	L001
GT-171|C28DABA_004054-T1	UTAH_23742X205|CB0BD29_008619-T1	22.6	686	995	1014	53	649	141	781	3.61e-20	89.0	0.6	0.632	H069	H067	L005	L001
GT-171|C28DABA_004054-T1	B12527|C750C60_003353-T1	22.1	682	995	1595	53	649	141	781	4.38e-20	89.0	0.6	0.402	H069	H060	L005	L001
CA7|CFA4D20_007665-T1	B15142|CE5AC85_003480-T1	21.1	636	798	768	142	749	106	664	2.01e-20	89.0	0.762	0.728	H078	H075	L001	L006
730334_Guatemala|C5AD400_001716-T1	GT-151|CDCC634_000369-T1	91.3	46	130	80	3	48	35	80	1.37e-26	88.6	0.354	0.575	H073	H079	L002	L002
B3222|C3A673A_002130-T1	GT-151|CDCC634_000369-T1	91.3	46	117	80	3	48	35	80	8.68e-27	88.6	0.393	0.575	H076	H079	L002	L002
B3301|C251A4F_003646-T1	CA23|C477594_005344-T1	23.7	493	844	1580	307	766	300	771	5.68e-20	88.2	0.545	0.299	H027	H054	L004	L005
UTAH_23742X6|CAC50EA_001516-T1	CA23|C477594_005344-T1	23.7	493	1363	1580	307	766	300	771	1.2e-19	88.2	0.337	0.299	H026	H054	L004	L005
GT-171|C28DABA_004054-T1	TX8|C5FF6CA_008304-T1	22.1	680	995	983	53	649	141	781	8.03e-20	87.8	0.6	0.652	H069	H085	L005	L001
GT-151|CDCC634_000369-T1	730334_Guatemala|C5AD400_001716-T1	91.3	46	80	130	35	80	3	48	1.69e-26	87.8	0.575	0.354	H079	H073	L002	L002
GT-151|CDCC634_000369-T1	B3222|C3A673A_002130-T1	91.3	46	80	117	35	80	3	48	1.1900000000000001e-26	87.8	0.575	0.393	H079	H076	L002	L002
GT-171|C28DABA_004054-T1	COCSP_8725|CCC6481_008432-T1	22.1	680	995	1012	53	649	141	781	8.17e-20	87.8	0.6	0.633	H069	H061	L005	L001
B11002|C5E4193_001102-T1	CA23|C477594_005344-T1	23.5	493	581	1580	44	503	300	771	1.31e-19	85.9	0.792	0.299	H074	H054	L004	L005
GT-171|C28DABA_004054-T1	B16531|C0BF1BA_007130-T1	21.9	680	995	1371	53	649	141	781	6.31e-19	85.1	0.6	0.468	H069	H068	L005	L001
GT-171|C28DABA_004054-T1	B3301|C251A4F_003646-T1	24.3	498	995	844	317	771	336	788	6.47e-19	84.7	0.457	0.537	H069	H027	L005	L004
GT-171|C28DABA_004054-T1	UTAH_23742X6|CAC50EA_001516-T1	24.3	498	995	1363	317	771	336	788	8.26e-19	84.7	0.457	0.332	H069	H026	L005	L004
GT-149|C5E7948_005114-T1	B3301|C251A4F_003646-T1	24.3	498	1510	844	306	760	336	788	1.16e-18	84.7	0.301	0.537	H050	H027	L005	L004
GT-149|C5E7948_005114-T1	UTAH_23742X6|CAC50EA_001516-T1	24.3	498	1510	1363	306	760	336	788	1.5e-18	84.7	0.301	0.332	H050	H026	L005	L004
GT-149|C5E7948_005114-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	21.4	681	1510	983	53	638	141	781	2.91e-18	83.6	0.388	0.652	H050	H084	L005	L020
B16531|C0BF1BA_007130-T1	GT-111|C5A2EA4_002972-T1	23.0	679	1371	934	141	782	79	650	3.26e-18	83.2	0.468	0.612	H068	H046	L001	L010
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	GT-111|C5A2EA4_002972-T1	23.0	679	983	934	141	782	79	650	2.03e-18	83.2	0.653	0.612	H084	H046	L020	L010
GT-149|C5E7948_005114-T1	B3440|C2CD592_003898-T1	21.4	681	1510	1687	53	638	141	781	4.71e-18	83.2	0.388	0.38	H050	H053	L005	L001
B3440|C2CD592_003898-T1	GT-111|C5A2EA4_002972-T1	23.0	679	1687	934	141	782	79	650	5.6e-18	82.8	0.381	0.612	H053	H046	L001	L010
407-0_S_OLD_CPA0002|C577643_002522-T1	Phoenix_2|CE7BF4E_002155-T1	23.1	580	898	764	263	782	4	537	2.64e-18	82.4	0.579	0.699	H065	H066	L006	L001
GT-149|C5E7948_005114-T1	B11002|C5E4193_001102-T1	23.3	498	1510	581	306	760	73	525	5.35e-18	82.0	0.301	0.78	H050	H074	L005	L004
B3491|C53B4A4_001549-T1	GT-111|C5A2EA4_002972-T1	23.1	676	1273	934	141	782	79	650	6.67e-18	82.0	0.504	0.612	H048	H046	L001	L010
CA7|CFA4D20_007665-T1	GT-111|C5A2EA4_002972-T1	22.9	686	798	934	141	792	79	660	3.27e-18	82.0	0.817	0.623	H078	H046	L001	L010
578-1_L_NEW_CPA0049|C79DB71_006976-T1	Phoenix_2|CE7BF4E_002155-T1	23.1	580	1608	764	263	782	4	537	7.87e-18	82.0	0.323	0.699	H047	H066	L006	L001
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	GT-111|C5A2EA4_002972-T1	22.7	679	983	934	141	782	79	650	4.59e-18	82.0	0.653	0.612	H083	H046	L001	L010
B12527|C750C60_003353-T1	GT-111|C5A2EA4_002972-T1	22.7	679	1595	934	141	782	79	650	8.98e-18	82.0	0.403	0.612	H060	H046	L001	L010
GT-171|C28DABA_004054-T1	B11002|C5E4193_001102-T1	23.3	498	995	581	317	771	73	525	3.03e-18	82.0	0.457	0.78	H069	H074	L005	L004
GT-149|C5E7948_005114-T1	B3491|C53B4A4_001549-T1	21.9	686	1510	1273	53	638	141	781	9.7e-18	82.0	0.388	0.504	H050	H048	L005	L001
UTAH_20380X1|CF4A409_007973-T1	B11035|C5FC1D8_003079-T1	36.9	157	440	391	71	214	21	171	3.75e-19	81.6	0.327	0.386	H036	H033	L012	L001
578-1_L_NEW_CPA0049|C79DB71_007498-T1	Phoenix_2|CE7BF4E_002155-T1	23.6	556	1575	764	253	765	3	537	1.32e-17	81.3	0.326	0.7	H052	H066	L005	L001
GT-149|C5E7948_005114-T1	B12527|C750C60_003353-T1	21.4	682	1510	1595	53	638	141	781	1.79e-17	81.3	0.388	0.402	H050	H060	L005	L001
GT-147|C9481DC_005228-T1	Phoenix_2|CE7BF4E_002155-T1	23.4	555	1038	764	253	765	3	537	7.51e-18	81.3	0.494	0.7	H041	H066	L005	L001
GT-149|C5E7948_005114-T1	CA7|CFA4D20_007665-T1	21.9	686	1510	798	53	638	141	781	1.3e-17	81.3	0.388	0.803	H050	H078	L005	L001
GT-149|C5E7948_005114-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	21.4	682	1510	983	53	638	141	781	1.48e-17	81.3	0.388	0.652	H050	H083	L005	L001
GT-149|C5E7948_005114-T1	UTAH_23742X205|CB0BD29_008619-T1	21.9	686	1510	1014	53	638	141	781	1.51e-17	81.3	0.388	0.632	H050	H067	L005	L001
UTAH_23742X205|CB0BD29_008619-T1	GT-111|C5A2EA4_002972-T1	23.1	676	1014	934	141	782	79	650	8.31e-18	81.3	0.633	0.612	H067	H046	L001	L010
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	GT-171|C28DABA_004054-T1	22.2	680	983	995	141	781	53	649	1.08e-17	80.9	0.652	0.6	H084	H069	L020	L005
B3440|C2CD592_003898-T1	GT-171|C28DABA_004054-T1	22.2	680	1687	995	141	781	53	649	2.96e-17	80.5	0.38	0.6	H053	H069	L001	L005
COCSP_8725|CCC6481_008432-T1	GT-111|C5A2EA4_002972-T1	22.8	679	1012	934	141	782	79	650	1.43e-17	80.5	0.634	0.612	H061	H046	L001	L010
TX8|C5FF6CA_008304-T1	GT-111|C5A2EA4_002972-T1	22.8	679	983	934	141	782	79	650	1.37e-17	80.5	0.653	0.612	H085	H046	L001	L010
GT-149|C5E7948_005114-T1	COCSP_8725|CCC6481_008432-T1	21.3	680	1510	1012	53	638	141	781	3.4e-17	80.1	0.388	0.633	H050	H061	L005	L001
GT-149|C5E7948_005114-T1	B16531|C0BF1BA_007130-T1	21.3	680	1510	1371	53	638	141	781	3.85e-17	80.1	0.388	0.468	H050	H068	L005	L001
GT-149|C5E7948_005114-T1	TX8|C5FF6CA_008304-T1	21.3	680	1510	983	53	638	141	781	3.35e-17	80.1	0.388	0.652	H050	H085	L005	L001
GT-111|C5A2EA4_002972-T1	B3244|CC6B4BB_007648-T1	27.5	262	934	603	331	575	346	601	1.53e-17	79.7	0.262	0.425	H046	H037	L010	L004
B3301|C251A4F_003646-T1	GT-171|C28DABA_004054-T1	23.9	498	844	995	336	788	317	771	2.53e-17	79.3	0.537	0.457	H027	H069	L004	L005
UTAH_23742X6|CAC50EA_001516-T1	GT-171|C28DABA_004054-T1	23.9	498	1363	995	336	788	317	771	5.08e-17	79.3	0.332	0.457	H026	H069	L004	L005
UTAH_23742X6|CAC50EA_001516-T1	GT-149|C5E7948_005114-T1	23.9	498	1363	1510	336	788	306	760	5.96e-17	79.3	0.332	0.301	H026	H050	L004	L005
B3301|C251A4F_003646-T1	GT-149|C5E7948_005114-T1	23.9	498	844	1510	336	788	306	760	2.95e-17	79.3	0.537	0.301	H027	H050	L004	L005
B3491|C53B4A4_001549-T1	GT-171|C28DABA_004054-T1	22.6	685	1273	995	141	781	53	649	4.64e-17	79.3	0.504	0.6	H048	H069	L001	L005
Phoenix_2|CE7BF4E_002155-T1	GT-147|C9481DC_005228-T1	23.5	536	764	1038	26	541	273	769	2.86e-17	79.0	0.675	0.479	H066	H041	L001	L005
CA7|CFA4D20_007665-T1	GT-171|C28DABA_004054-T1	22.6	685	798	995	141	781	53	649	3.02e-17	79.0	0.803	0.6	H078	H069	L001	L005
B12527|C750C60_003353-T1	GT-171|C28DABA_004054-T1	22.2	679	1595	995	141	781	53	649	8.16e-17	79.0	0.402	0.6	H060	H069	L001	L005
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	GT-171|C28DABA_004054-T1	22.2	679	983	995	141	781	53	649	4.22e-17	79.0	0.652	0.6	H083	H069	L001	L005
UTAH_23742X205|CB0BD29_008619-T1	GT-171|C28DABA_004054-T1	22.6	685	1014	995	141	781	53	649	5.8e-17	78.6	0.632	0.6	H067	H069	L001	L005
Phoenix_2|CE7BF4E_002155-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	23.6	537	764	1575	26	541	273	769	5.7e-17	78.2	0.675	0.316	H066	H052	L001	L005
TX8|C5FF6CA_008304-T1	GT-171|C28DABA_004054-T1	22.1	679	983	995	141	781	53	649	7.27e-17	78.2	0.652	0.6	H085	H069	L001	L005
B11035|C5FC1D8_003079-T1	UTAH_20380X1|CF4A409_007973-T1	36.9	157	391	440	21	171	71	214	4.65e-18	78.2	0.386	0.327	H033	H036	L001	L012
COCSP_8725|CCC6481_008432-T1	GT-171|C28DABA_004054-T1	22.1	679	1012	995	141	781	53	649	7.59e-17	78.2	0.633	0.6	H061	H069	L001	L005
B11002|C5E4193_001102-T1	GT-171|C28DABA_004054-T1	23.3	498	581	995	73	525	317	771	1.13e-16	76.3	0.78	0.457	H074	H069	L004	L005
