accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
A6TBT5	272620	rcsC	Sensor histidine kinase RcsC	GO:0005886:IEA|GO:0005524:IEA|GO:0000155:IEA|GO:0006355:IEA	PF02518|PF00512|PF09456|PF00072	HATPase_c|HisKA|RcsC|Response_reg	IPR011006|IPR036890|IPR003594|IPR005467|IPR003661|IPR036097|IPR030856|IPR038388|IPR004358|IPR019017|IPR001789	2.7.13.3	A6TBT5
A6TC40	272620	yfeA	EAL domain-containing protein	GO:0005886:IEA|GO:0071111:IEA	PF00563|PF00990|PF05231	EAL|GGDEF|MASE1	IPR050706|IPR001633|IPR035919|IPR000160|IPR007895|IPR029787|IPR043128		A6TC40
A6TC90	272620	nudK	GDP-mannose pyrophosphatase	GO:0005829:IEA|GO:0016818:IEA|GO:0046872:IEA|GO:0006753:IEA|GO:0019693:IEA	PF00293|PF27456	NUDIX|NudK_N	IPR004385|IPR015797|IPR000086	3.6.1.-	A6TC90
A6TCB0	272620	upp	Uracil phosphoribosyltransferase	GO:0005737:IEA|GO:0005525:IEA|GO:0000287:IEA|GO:0004845:IEA|GO:0044206:IEA|GO:0006223:IEA	PF14681	UPRTase	IPR029057|IPR000836|IPR034332|IPR005765|IPR050054	2.4.2.9	A6TCB0
A6TCM3	272620	recN	DNA repair protein RecN	GO:0043590:IEA|GO:0005524:IEA|GO:0006310:IEA|GO:0006281:IEA|GO:0009432:IEA	PF02463	SMC_N	IPR004604|IPR027417|IPR003395		A6TCM3
A6TCM5	272620	yfjF	Uncharacterized protein		PF03658	Ub-RnfH	IPR016155|IPR005346|IPR037021		A6TCM5
A6TCP4	272620	KPN_02959	glucose-6-phosphate isomerase	GO:0005737:IEA|GO:0004347:IEA|GO:0006094:IEA|GO:0006096:IEA	PF06560	GPI	IPR010551|IPR014710|IPR011051	5.3.1.9	A6TCP4
A6TCT4	272620	ygaW	L-alanine exporter AlaE	GO:0005886:IEA|GO:0034639:IEA|GO:0032973:IEA	PF06610	AlaE	IPR010574		A6TCT4
A6TCX5	272620	norV	Anaerobic nitric oxide reductase flavorubredoxin	GO:0005737:IEA|GO:0009055:IEA|GO:0010181:IEA|GO:0005506:IEA|GO:0016966:IEA	PF00258|PF19583|PF00301	Flavodoxin_1|ODP|Rubredoxin	IPR023957|IPR008254|IPR029039|IPR001279|IPR045761|IPR036866|IPR024934|IPR016440|IPR024935		A6TCX5
A6TD46	272620	iap	Alkaline phosphatase isozyme conversion protein aminopeptidase	GO:0004177:IEA|GO:0046872:IEA|GO:0008235:IEA|GO:0006508:IEA	PF04389	Peptidase_M28	IPR045175|IPR007484		A6TD46
A6TDJ0	272620	KPN_03263	Bacterial regulatory protein, LacI	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00356|PF00532	LacI|Peripla_BP_1	IPR000843|IPR010982|IPR001761|IPR028082		A6TDJ0
A6TDJ5	272620	yqeF	Acetyl-CoA acetyltransferase	GO:0003988:IEA|GO:0044281:IEA	PF02803|PF00108	Thiolase_C|Thiolase_N	IPR002155|IPR016039|IPR020615|IPR020610|IPR020617|IPR020613|IPR020616		A6TDJ5
A6TDK7	272620	KPN_03280	YdgH/BhsA/McbA-like domain-containing protein		PF07338	YdgH_BhsA-like	IPR025543|IPR036275|IPR010854		A6TDK7
A6TDL7	272620	fimD	Outer membrane protein export and assembly of type 1 fimbriae	GO:0009279:IEA|GO:0015473:IEA|GO:0009297:IEA	PF13953|PF13954|PF00577	PapC_C|PapC_N|Usher	IPR000015|IPR018030|IPR042186|IPR025949|IPR043142|IPR025885|IPR037224		A6TDL7
A6TDP2	272620	ygeR	Lipoprotein	GO:0032153:IEA|GO:0009279:IEA|GO:0005886:IEA|GO:0004222:IEA	PF01476|PF01551	LysM|Peptidase_M23	IPR050570|IPR011055|IPR018392|IPR036779|IPR016047|IPR053529		A6TDP2
A6TDT2	272620	epd	D-erythrose-4-phosphate dehydrogenase	GO:0005737:IEA|GO:0048001:IEA|GO:0051287:IEA|GO:0042823:IEA|GO:0008615:IEA	PF02800|PF00044	Gp_dh_C|Gp_dh_N	IPR006422|IPR020831|IPR020830|IPR020829|IPR020828|IPR036291	1.2.1.72	A6TDT2
A6TE11	272620	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	GO:0005886:IEA|GO:0003841:IEA|GO:0016024:IEA|GO:0006654:IEA	PF01553	Acyltransferase	IPR004552|IPR002123	2.3.1.51	A6TE11
A6TED2	272620	exuT	Hexuronate transporter	GO:0005886:IEA|GO:0015134:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR050382|IPR036259		A6TED2
A6TEG4	272620	fic	Fido domain-containing protein	GO:0005524:IEA|GO:0006355:IEA	PF02661|PF08279	Fic|HTH_11	IPR011991|IPR003812|IPR036597|IPR040198|IPR013196|IPR036388|IPR036390		A6TEG4
A6TF64	272620	ugpE	sn-glycerol-3-phosphate transport system permease protein UgpE	GO:0005886:IEA|GO:0055085:IEA	PF00528	BPD_transp_1	IPR000515|IPR035906		A6TF64
A6TF85	272620	yhhL	DUF1145 family protein		PF06611	DUF1145	IPR009525		A6TF85
A6TFA3	272620	nikA	Nickel transport protein (ABC superfamily, peri_bind)	GO:0043190:IEA|GO:0030288:IEA|GO:0020037:IEA|GO:0016151:IEA|GO:1904680:IEA|GO:0015675:IEA|GO:0015833:IEA	PF00496	SBP_bac_5	IPR011980|IPR030678|IPR039424|IPR000914		A6TFA3
A6TFD4	272620	bcsC	cellulase	GO:0008810:IEA|GO:0030245:IEA	PF01270	Glyco_hydro_8	IPR008928|IPR012341|IPR002037	3.2.1.4	A6TFD4
A6TFI4	272620	xylH	Xylose transport system permease protein XylH	GO:0005886:IEA|GO:0022857:IEA	PF02653	BPD_transp_2	IPR001851		A6TFI4
A6TFM6	272620	mutM	Formamidopyrimidine-DNA glycosylase	GO:0034039:IEA|GO:0140078:IEA|GO:0003684:IEA|GO:0008270:IEA|GO:0006284:IEA	PF01149|PF06831|PF06827	Fapy_DNA_glyco|H2TH|zf-FPG_IleRS	IPR015887|IPR012319|IPR020629|IPR035937|IPR015886|IPR010979|IPR000214|IPR010663	3.2.2.23|4.2.99.18	A6TFM6
A6TFQ1	272620	recG	ATP-dependent DNA helicase RecG	GO:0043138:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA|GO:0006310:IEA|GO:0006281:IEA	PF00270|PF00271|PF19833|PF17191	DEAD|Helicase_C|RecG_dom3_C|RecG_wedge	IPR004609|IPR011545|IPR014001|IPR001650|IPR012340|IPR027417|IPR047112|IPR045562|IPR033454	5.6.2.4	A6TFQ1
A6TFX3	272620	ilvB	Acetolactate synthase	GO:0005948:IEA|GO:0003984:IEA|GO:0050660:IEA|GO:0000287:IEA|GO:0030976:IEA|GO:0009097:IEA|GO:0009099:IEA	PF02775|PF00205|PF02776	TPP_enzyme_C|TPP_enzyme_M|TPP_enzyme_N	IPR012846|IPR039368|IPR029035|IPR029061|IPR012000|IPR012001|IPR000399|IPR045229|IPR011766	2.2.1.6	A6TFX3
A6TFX8	272620	dsdC	Transcriptional activator (LysR family)	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR011781|IPR058163|IPR000847|IPR005119|IPR036388|IPR036390		A6TFX8
A6TG77	272620	dtd	D-aminoacyl-tRNA deacylase	GO:0005737:IEA|GO:0051500:IEA|GO:0106026:IEA|GO:0043908:IEA|GO:0000049:IEA|GO:0019478:IEA	PF02580	Tyr_Deacylase	IPR003732|IPR023509	3.1.1.96	A6TG77
A6TG92	272620	KPN_04197	Ascorbate-specific PTS system EIIA component	GO:0005737:IEA|GO:0016301:IEA|GO:0009401:IEA	PF00359	PTS_EIIA_2	IPR051351|IPR016152|IPR002178		A6TG92
A6TGL0	272620	ysgA	Dienelactone hydrolase	GO:0016787:IEA	PF01738	DLH	IPR029058|IPR002925|IPR051049		A6TGL0
A6TGQ1	272620	thiC	Phosphomethylpyrimidine synthase	GO:0005829:IEA|GO:0051539:IEA|GO:0070284:IEA|GO:0008270:IEA|GO:0009228:IEA|GO:0009229:IEA	PF13667|PF01964	ThiC-associated|ThiC_Rad_SAM	IPR037509|IPR025747|IPR038521|IPR002817	4.1.99.17	A6TGQ1
A6TGT7	272620	yjgF	Uncharacterized protein	GO:0005829:IEA|GO:0019239:IEA	PF01042	Ribonuc_L-PSP	IPR006056|IPR019897|IPR035959|IPR006175		A6TGT7
A6TGY8	272620	KPN_04467	Transcriptional regulator, LysR family	GO:0005829:IEA|GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR050950|IPR000847|IPR005119|IPR036388|IPR036390		A6TGY8
A6TGZ8	272620	yjcH	Inner membrane protein YjcH	GO:0005886:IEA	PF04341	DUF485	IPR007436|IPR052959		A6TGZ8
A6TH81	272620	yjeS	Epoxyqueuosine reductase	GO:0005737:IEA|GO:0051539:IEA|GO:0031419:IEA|GO:0052693:IEA|GO:0046872:IEA|GO:0008616:IEA	PF13484|PF08331	Fer4_16|QueG_DUF1730	IPR017896|IPR017900|IPR004453|IPR013542	1.17.99.6	A6TH81
A6THA3	272620	ulaA	Ascorbate-specific PTS system EIIC component	GO:0005886:IEA|GO:0009401:IEA	PF03611	EIIC-GAT	IPR051562|IPR004703		A6THA3
A6THH6	272620	argI	Ornithine carbamoyltransferase	GO:0005737:IEA|GO:0016597:IEA|GO:0004585:IEA|GO:0019240:IEA|GO:0042450:IEA	PF00185|PF02729	OTCace|OTCace_N	IPR006132|IPR006130|IPR036901|IPR006131|IPR002292|IPR024904	2.1.3.3	A6THH6
A6THJ4	272620	iolE	Inosose dehydratase	GO:0030145:IEA|GO:0050114:IEA|GO:0019310:IEA	PF01261	AP_endonuc_2	IPR023952|IPR030823|IPR050312|IPR036237|IPR013022	4.2.1.44	A6THJ4
A6THL0	272620	KPN_04694	Uncharacterized protein						A6THL0
A6THM0	272620	KPN_04704	AlpA family transcriptional regulator		PF05930	Phage_AlpA	IPR010260|IPR052931		A6THM0
A6THY2	272620	KPN_04820	Permease IIC component	GO:0005886:IEA|GO:0008982:IEA|GO:0009401:IEA	PF02378	PTS_EIIC	IPR003352|IPR004501|IPR004796|IPR051088		A6THY2
A6THY8	272620	rimI	[Ribosomal protein bS18]-alanine N-acetyltransferase	GO:0005737:IEA|GO:0008999:IEA	PF00583	Acetyltransf_1	IPR006464|IPR016181|IPR000182|IPR043690|IPR050680	2.3.1.266	A6THY8
A6THZ5	272620	KPN_04836	Nucleoside permease	GO:0005886:IEA|GO:0005337:IEA|GO:0015293:IEA	PF07670|PF07662|PF01773	Gate|Nucleos_tra2_C|Nucleos_tra2_N	IPR008276|IPR018270|IPR011657|IPR002668|IPR011642		A6THZ5
A6TI38	272620	KPN_pKPN3p05880	Nodulin 21-like protein	GO:0012505:IEA|GO:0005384:IEA|GO:0030026:IEA	PF01988	VIT1	IPR008217		A6TI38
A6TIX4	272620	KPN_pKPN5p08167	Uncharacterized protein						A6TIX4
A6TJ02	272620	KPN_pKPN5p08195	Transposase	GO:0003677:IEA|GO:0015074:IEA|GO:0006310:IEA|GO:0032196:IEA	PF13610	DDE_Tnp_IS240	IPR032874|IPR001584|IPR052183|IPR012337|IPR036397|IPR047930		
A6T4E1	272620	thrL	thr operon leader peptide	GO:0009088:IEA|GO:0031556:IEA	PF08254	Leader_Thr	IPR011720		A6T4E1
A6T4W0	272620	erpA	Iron-sulfur cluster insertion protein ErpA	GO:0005829:IEA|GO:0051537:IEA|GO:0051539:IEA|GO:0005506:IEA|GO:0016226:IEA	PF01521	Fe-S_biosyn	IPR016092|IPR000361|IPR023063|IPR017870|IPR035903		A6T4W0
A6T4W6	272620	cdaR	Regulator of D-galactarate, D-glucarate and D-glycerate metabolism		PF05651|PF17853|PF13556	Diacid_rec|GGDEF_2|HTH_30	IPR051448|IPR041522|IPR008599|IPR025736|IPR042070		A6T4W6
A6T4Z3	272620	yaeQ	YaeQ family protein		PF07152	YaeQ	IPR011335|IPR009822|IPR038590		A6T4Z3
A6T530	272620	yafP	Acyltransferase	GO:0016747:IEA	PF13673	Acetyltransf_10	IPR016181|IPR000182|IPR052564		A6T530
A6T5A1	272620	yaiW	DUF1615 domain-containing protein		PF07759	DUF1615	IPR011673|IPR009017		A6T5A1
A6T5A3	272620	yaiZ	Inner membrane protein		PF10953	DUF2754	IPR020490		A6T5A3
A6T5D0	272620	KPN_00349	Fructose-1,6-bisphosphate aldolase type II	GO:0004332:IEA|GO:0008270:IEA|GO:0030388:IEA|GO:0006096:IEA	PF01116	F_bP_aldolase	IPR013785|IPR050246|IPR000771|IPR011289		A6T5D0
A6T5H6	272620	ampG	Anhydromuropeptide permease	GO:0005886:IEA|GO:0015293:IEA|GO:0071555:IEA	PF07690	MFS_1	IPR004752|IPR011701|IPR020846|IPR036259		A6T5H6
A6T5K1	272620	KPN_00420	Uncharacterized protein						A6T5K1
A6T5M1	272620	maa	Maltose O-acetyltransferase	GO:0005829:IEA|GO:0016413:IEA	PF00132|PF14602|PF12464	Hexapep|Hexapep_2|Mac	IPR001451|IPR018357|IPR051159|IPR024688|IPR011004		A6T5M1
A6T5U2	272620	KPN_00513	Sucrose-6-phosphate hydrolase	GO:0005737:IEA|GO:0004564:IEA|GO:0005985:IEA	PF08244|PF00251	Glyco_hydro_32C|Glyco_hydro_32N	IPR013320|IPR051214|IPR001362|IPR018053|IPR013189|IPR013148|IPR023296|IPR006232	3.2.1.26	A6T5U2
A6T5U3	272620	KPN_00514	Sucrose-specific enzyme II	GO:0005886:IEA|GO:0016301:IEA|GO:0008982:IEA|GO:0090589:IEA|GO:0009401:IEA|GO:0015771:IEA	PF00367|PF02378	PTS_EIIB|PTS_EIIC	IPR036878|IPR018113|IPR003352|IPR013013|IPR001996|IPR010973|IPR004719|IPR050558		A6T5U3
A6T658	272620	KPN_00629	Major facilitator superfamily (MFS) profile domain-containing protein	GO:0012505:IEA|GO:0005886:IEA|GO:0061513:IEA|GO:0035435:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259|IPR051337|IPR000849		A6T658
A6T660	272620	KPN_00631	Periplasmic binding protein/LacI transcriptional regulator	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00356|PF13377	LacI|Peripla_BP_3	IPR000843|IPR046335|IPR010982|IPR028082		A6T660
A6T6J4	272620	modC	Maltose import ATP-binding protein YcjV	GO:0016020:IEA|GO:0140359:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0015098:IEA	PF00005|PF03459	ABC_tran|TOBE	IPR003593|IPR003439|IPR017871|IPR008995|IPR011868|IPR050334|IPR004606|IPR027417|IPR005116	7.5.2.1	A6T6J4
A6T6T5	272620	yliJ	Glutathione S-transferase GstB	GO:0004364:IEA	PF13410|PF02798	GST_C_2|GST_N	IPR010987|IPR036282|IPR040079|IPR004045|IPR036249	2.5.1.18	A6T6T5
A6T701	272620	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	GO:0005737:IEA|GO:0003866:IEA|GO:0008652:IEA|GO:0009073:IEA|GO:0009423:IEA	PF00275	EPSP_synthase	IPR001986|IPR036968|IPR006264|IPR023193|IPR013792	2.5.1.19	A6T701
A6T716	272620	mukB	Chromosome partition protein MukB	GO:0005737:IEA|GO:0009295:IEA|GO:0005524:IEA|GO:0003677:IEA|GO:0051301:IEA|GO:0030261:IEA|GO:0007059:IEA|GO:0006260:IEA	PF04310|PF16330|PF13558	MukB|MukB_hinge|SbcC_Walker_B	IPR012090|IPR050308|IPR032520|IPR042501|IPR007406|IPR027417		A6T716
A6T735	272620	ssuC	ABC transporter	GO:0005886:IEA|GO:0042918:IEA	PF00528	BPD_transp_1	IPR000515|IPR035906		A6T735
A6T782	272620	KPN_01018	Aldehyde dehydrogenase	GO:0004030:IEA	PF00171	Aldedh	IPR016161|IPR016163|IPR016160|IPR029510|IPR016162|IPR015590		A6T782
A6T7B6	272620	KPN_01053	Bacterial regulatory protein, TetR	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF13977|PF00440	TetR_C_6|TetR_N	IPR039538|IPR023772|IPR009057|IPR050109|IPR001647|IPR036271		A6T7B6
A6T7B7	272620	KPN_01054	Arginase/agmatinase/formimionoglutamate hydrolase	GO:0005829:IEA|GO:0004053:IEA|GO:0030145:IEA	PF00491	Arginase	IPR006035|IPR023696		A6T7B7
A6T7G0	272620	ycfH	Hydrolase	GO:0005829:IEA|GO:0004536:IEA|GO:0016788:IEA|GO:0046872:IEA	PF01026	TatD_DNase	IPR018228|IPR032466|IPR001130|IPR015991		A6T7G0
A6T7N3	272620	KPN_01171	YoaK family small membrane protein		PF28021	YoaK	IPR047839		A6T7N3
A6T7X1	272620	yciO	Threonylcarbamoyl-AMP synthase YciO	GO:0003725:IEA	PF01300	Sua5_yciO_yrdC	IPR017945|IPR006070|IPR052532	2.7.7.87	A6T7X1
A6T7X6	272620	KPN_01264	Uncharacterized protein						A6T7X6
A6T829	272620	KPN_01318	Transcriptional regulator (LysR family)	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR058163|IPR000847|IPR005119|IPR036388|IPR036390		A6T829
A6T877	272620	KPN_01366	YitT family protein	GO:0005886:IEA	PF02588	YitT_membrane	IPR051461|IPR003740		A6T877
A6T8D2	272620	KPN_01421	Uncharacterized protein						A6T8D2
A6T8G4	272620	ydbL	DUF1318 domain-containing protein		PF07027	DUF1318	IPR008309		A6T8G4
A6T8N6	272620	pntA	NAD(P) transhydrogenase subunit alpha	GO:0005886:IEA|GO:0050661:IEA|GO:0016491:IEA|GO:0008750:IEA|GO:0006740:IEA	PF01262|PF05222|PF12769	AlaDh_PNT_C|AlaDh_PNT_N|PNTB_4TM	IPR008143|IPR007886|IPR007698|IPR036291|IPR026255|IPR024605	7.1.1.1	A6T8N6
A6T8S6	272620	mdtI	Spermidine export protein MdtI	GO:0005886:IEA|GO:0015199:IEA|GO:0015297:IEA|GO:0015220:IEA|GO:0015606:IEA|GO:0031460:IEA|GO:1990961:IEA	PF00893	Multi_Drug_Res	IPR037185|IPR000390|IPR045324|IPR023737		A6T8S6
A6T8W0	272620	KPN_01600	ARAC-type regulatory protein	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF06445|PF12833	GyrI-like|HTH_18	IPR029442|IPR009057|IPR018060|IPR050959|IPR011256|IPR020449		A6T8W0
A6T8X1	272620	lacI	Transcriptional repressor of lactose catabolism (GalR/LacI family)	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00356|PF13377	LacI|Peripla_BP_3	IPR000843|IPR046335|IPR010982|IPR028082		A6T8X1
A6T975	272620	KPN_01715	Transposase						A6T975
A6T9B0	272620	KPN_01750	Permeases of the major facilitator superfamily	GO:0016020:IEA|GO:0019531:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR052983|IPR036259|IPR026355		A6T9B0
A6T9K8	272620	KPN_01848	Glycosyltransferase						A6T9K8
A6T9N4	272620	KPN_01874	Muconolactone Delta-isomerase	GO:0016159:IEA|GO:0042952:IEA	PF02426	MIase	IPR011008|IPR026029|IPR003464	5.3.3.4	A6T9N4
A6T9N6	272620	KPN_01876	Transcriptional regulator (IclR family)	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA|GO:0045892:IEA	PF09339|PF01614	HTH_IclR|IclR_C	IPR029016|IPR050707|IPR014757|IPR005471|IPR036388|IPR036390		A6T9N6
A6TAD8	272620	KPN_02131	Bacterial regulatory protein, Tet	GO:0003677:IEA|GO:0003700:IEA	PF17938|PF00440	TetR_C_29|TetR_N	IPR009057|IPR050109|IPR001647|IPR041474|IPR036271		A6TAD8
A6TAG7	272620	ppsA	Phosphoenolpyruvate synthase	GO:0005524:IEA|GO:0046872:IEA|GO:0008986:IEA|GO:0006094:IEA	PF00391|PF02896|PF01326	PEP-utilizers|PEP-utilizers_C|PPDK_N	IPR013815|IPR008279|IPR006319|IPR018274|IPR000121|IPR023151|IPR036637|IPR002192|IPR015813|IPR040442	2.7.9.2	A6TAG7
A6TAI9	272620	ydiY	YdiY family protein		PF04338	DUF481	IPR007433		A6TAI9
A6TAJ3	272620	tonB	Protein TonB	GO:0030288:IEA|GO:0098797:IEA|GO:0031992:IEA|GO:0015031:IEA|GO:0015891:IEA|GO:0055085:IEA	PF03544|PF16031	TonB_C|TonB_N	IPR003538|IPR051045|IPR006260|IPR037682|IPR049924		A6TAJ3
A6TAX6	272620	rnd	Ribonuclease D	GO:0005737:IEA|GO:0008408:IEA|GO:0003676:IEA|GO:0000166:IEA|GO:0033890:IEA|GO:0042780:IEA	PF01612|PF00570|PF21293	DNA_pol_A_exo1|HRDC|RNAseD_HRDC_C	IPR002562|IPR010997|IPR002121|IPR044876|IPR006292|IPR051086|IPR048579|IPR012337|IPR036397	3.1.13.5	A6TAX6
A6TB06	272620	rsmF	Ribosomal RNA small subunit methyltransferase F	GO:0005737:IEA|GO:0003723:IEA|GO:0009383:IEA|GO:0070475:IEA	PF01189|PF17125|PF13636|PF21150	Methyltr_RsmB-F|Methyltr_RsmF_N|Methyltranf_PUA|YebU_pre-PUA_dom	IPR031341|IPR049560|IPR001678|IPR027391|IPR011023|IPR023267|IPR023545|IPR018314|IPR029063|IPR048457	2.1.1.178	A6TB06
A6TB43	272620	argS	Arginine--tRNA ligase	GO:0005737:IEA|GO:0004814:IEA|GO:0005524:IEA|GO:0006420:IEA	PF03485|PF05746|PF00750	Arg_tRNA_synt_N|DALR_1|tRNA-synt_1d	IPR001412|IPR001278|IPR005148|IPR036695|IPR035684|IPR008909|IPR014729|IPR009080	6.1.1.19	A6TB43
A6TB60	272620	yecA	YecA family protein		PF02810|PF03695	SEC-C|UPF0149	IPR004027|IPR011978|IPR036255		A6TB60
A6TB64	272620	uvrY	Response regulator UvrY	GO:0000976:IEA|GO:0006351:IEA|GO:0000160:IEA|GO:0006355:IEA	PF00196|PF00072	GerE|Response_reg	IPR011006|IPR058245|IPR016032|IPR001789|IPR000792|IPR039420		A6TB64
A6TBC3	272620	hisD	Histidinol dehydrogenase	GO:0005829:IEA|GO:0004399:IEA|GO:0051287:IEA|GO:0008270:IEA|GO:0000105:IEA	PF00815	Histidinol_dh	IPR016161|IPR001692|IPR022695|IPR012131	1.1.1.23	A6TBC3
A6TBE1	272620	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	GO:0005829:IEA|GO:0008830:IEA|GO:0019305:IEA|GO:0000271:IEA	PF00908	dTDP_sugar_isom	IPR000888|IPR014710|IPR011051	5.1.3.13	A6TBE1
A6TBF5	272620	KPN_02508	Rhamnosyl transferase	GO:0016740:IEA|GO:0044010:IEA	PF00535	Glycos_transf_2	IPR001173|IPR050834|IPR029044		A6TBF5
A6TC13	272620	yfcA	Probable membrane transporter protein	GO:0005886:IEA	PF01925	TauE	IPR002781|IPR052017		A6TC13
A6TC21	272620	yfcZ	DUF406 family protein	GO:0005829:IEA	PF04175	DUF406	IPR005272|IPR035571		A6TC21
A6TC97	272620	ypfI	tRNA(Met) cytidine acetyltransferase TmcA	GO:0005737:IEA|GO:1990883:IEA|GO:0005524:IEA|GO:0000049:IEA|GO:0051392:IEA|GO:1904812:IEA|GO:0051391:IEA|GO:0002101:IEA	PF13718|PF05127|PF08351|PF17176	GNAT_acetyltr_2|NAT10_TcmA_helicase|TmcA_N|tRNA_bind_3	IPR016181|IPR000182|IPR027417|IPR007807|IPR032672|IPR013562|IPR038321|IPR033442|IPR024914	2.3.1.193	A6TC97
A6TCF6	272620	yohM	Nickel/cobalt efflux system	GO:0005886:IEA|GO:0046583:IEA|GO:0015099:IEA|GO:0006824:IEA|GO:0032025:IEA|GO:0010045:IEA	PF03824	NicO	IPR011541|IPR051224		A6TCF6
A6TCI3	272620	lepA	Elongation factor 4	GO:0005886:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0097216:IEA|GO:0043022:IEA|GO:0003746:IEA|GO:0045727:IEA	PF00679|PF00009|PF03144|PF06421	EFG_C|GTP_EFTU|GTP_EFTU_D2|LepA_C	IPR006297|IPR035647|IPR000640|IPR004161|IPR031157|IPR038363|IPR013842|IPR035654|IPR027417|IPR005225|IPR000795	3.6.5.	A6TCI3
A6TCJ2	272620	ung	Uracil-DNA glycosylase	GO:0005737:IEA|GO:0004844:IEA|GO:0097510:IEA	PF03167	UDG	IPR002043|IPR018085|IPR005122|IPR036895	3.2.2.27	A6TCJ2
A6TCL0	272620	yfiN	Diguanylate cyclase	GO:0016020:IEA|GO:0007165:IEA	PF17152|PF00990	CHASE8|GGDEF	IPR033417|IPR052163|IPR000160|IPR003660|IPR029787|IPR043128		A6TCL0
A6TCM2	272620	nadK	NAD kinase	GO:0005737:IEA|GO:0005524:IEA|GO:0046872:IEA|GO:0051287:IEA|GO:0003951:IEA|GO:0019674:IEA|GO:0006741:IEA	PF01513|PF20143	NAD_kinase|NAD_kinase_C	IPR017438|IPR017437|IPR016064|IPR002504	2.7.1.23	A6TCM2
A6TCN6	272620	KPN_02951	PTS system glucitol/sorbitol-specific enzyme II	GO:0016020:IEA|GO:0009401:IEA	PF03608	EII-GUT	IPR004699		A6TCN6
A6TCR3	272620	KPN_02978	L-fuculose phosphate aldolase	GO:0005856:IEA|GO:0051015:IEA|GO:0005996:IEA	PF00596	Aldolase_II	IPR051017|IPR001303|IPR036409		A6TCR3
A6TCS7	272620	prpR	Helix-turn-helix, Fis-type	GO:0005524:IEA|GO:0043565:IEA|GO:0006351:IEA|GO:0006355:IEA	PF25601|PF02954|PF26965|PF00158	AAA_lid_14|HTH_8|MimR_N|Sigma54_activat	IPR003593|IPR058031|IPR029016|IPR009057|IPR002197|IPR060265|IPR027417|IPR002078		A6TCS7
A6TCV0	272620	emrB	Multidrug resistance probably membrane translocase	GO:0005886:IEA|GO:0022857:IEA|GO:0015721:IEA|GO:1990961:IEA	PF07690	MFS_1	IPR004638|IPR011701|IPR020846|IPR036259		A6TCV0
A6TCY8	272620	hycE	Hydrogenase 3, large subunit (Part of FHL complex)	GO:0051539:IEA|GO:0051287:IEA|GO:0008137:IEA|GO:0016151:IEA|GO:0016651:IEA|GO:0048038:IEA	PF00329|PF00346|PF00374	Complex1_30kDa|Complex1_49kDa|NiFeSe_Hases	IPR052197|IPR001135|IPR037232|IPR001268|IPR014029|IPR001501|IPR029014		A6TCY8
A6TDD8	272620	pduK	Propanediol utilization: polyhedral bodies	GO:0031469:IEA	PF00936	BMC	IPR000249|IPR050575|IPR037233|IPR044872		A6TDD8
A6TDQ8	272620	scsA	Suppression of copper sensitivity: putative copper binding protein						A6TDQ8
A6TDW8	272620	trmB	tRNA (guanine-N(7)-)-methyltransferase	GO:0043527:IEA|GO:0008176:IEA	PF02390	Methyltransf_4	IPR029063|IPR003358|IPR055361	2.1.1.33	A6TDW8
A6TE99	272620	dhaB2	Glycerol dehydratase		PF02288	Dehydratase_MU	IPR010254|IPR003208|IPR025541		A6TE99
A6TEB0	272620	yqjH	Enzyme, ferredoxin reductase-like, FAD-linked, NADP-linked	GO:0016491:IEA	PF08021|PF04954	FAD_binding_9|SIP	IPR017927|IPR039261|IPR017938|IPR013113|IPR039374|IPR007037		A6TEB0
A6TED1	272620	uxaC	Uronate isomerase	GO:0008880:IEA|GO:0019698:IEA|GO:0042840:IEA	PF02614	UxaC	IPR032466|IPR003766	5.3.1.12	A6TED1
