accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
B2UPN7	349741		Malate dehydrogenase (Oxaloacetate-decarboxylating) (NADP(+))	GO:0004473:IEA|GO:0046872:IEA|GO:0051287:IEA	PF00390|PF03949	malic|Malic_M	IPR046346|IPR051674|IPR012301|IPR037062|IPR012302|IPR045213|IPR001891|IPR036291	1.1.1.40	B2UPN7
B2UPP8	349741		Uncharacterized protein						B2UPP8
B2UPQ8	349741		Carbohydrate-selective porin OprB	GO:0016020:IEA|GO:0015288:IEA|GO:0008643:IEA	PF04966	OprB	IPR007049|IPR038673		B2UPQ8
B2UPR0	349741		Nickel-dependent hydrogenase large subunit	GO:0030313:IEA|GO:0008901:IEA|GO:0016151:IEA	PF00374	NiFeSe_Hases	IPR001501|IPR018194|IPR029014|IPR050867		B2UPR0
B2UPX2	349741		Trypsin-like protein serine protease typically periplasmic contain C-terminal PDZ domain-like protein	GO:0004252:IEA|GO:0006508:IEA	PF17815|PF13365	PDZ_3|Trypsin_2	IPR041517|IPR046449|IPR036034|IPR009003|IPR043504|IPR001940		B2UPX2
B2UPZ9	349741		Beta-glucanase	GO:0004553:IEA|GO:0005975:IEA	PF04616	Glyco_hydro_43	IPR006710|IPR023296		B2UPZ9
B2UQ07	349741		D-3-phosphoglycerate dehydrogenase	GO:0120568:IEA|GO:0051287:IEA|GO:0004617:IEA	PF00389|PF02826|PF01842	2-Hacid_dh|2-Hacid_dh_C|ACT	IPR045865|IPR002912|IPR029009|IPR006139|IPR029753|IPR029752|IPR006140|IPR036291	1.1.1.399|1.1.1.95	B2UQ07
B2UQ10	349741	rho	Transcription termination factor Rho	GO:0005524:IEA|GO:0008186:IEA|GO:0004386:IEA|GO:0016787:IEA|GO:0003723:IEA|GO:0006353:IEA	PF00006|PF07497	ATP-synt_ab|Rho_RNA_bind	IPR003593|IPR000194|IPR012340|IPR027417|IPR011113|IPR004665	3.6.4.-	B2UQ10
B2UQ79	349741		Uncharacterized protein						B2UQ79
B2UQC8	349741	kdpA	Potassium-transporting ATPase potassium-binding subunit	GO:0005886:IEA|GO:0016787:IEA|GO:0008556:IEA|GO:0030955:IEA	PF03814	KdpA	IPR004623		B2UQC8
B2UQD3	349741		Uncharacterized protein						B2UQD3
B2UQF0	349741		Thioredoxin-like fold domain-containing protein		PF13899	Thioredoxin_7	IPR012336|IPR036249		B2UQF0
B2UQG0	349741		Anaerobic ribonucleoside-triphosphate reductase	GO:0031250:IEA|GO:0005524:IEA|GO:0004748:IEA|GO:0008998:IEA|GO:0009265:IEA|GO:0006260:IEA	PF03477|PF13597	ATP-cone|NRDD	IPR005144|IPR012833		B2UQG0
B2UQH2	349741	efp	Elongation factor P	GO:0005829:IEA|GO:0003746:IEA|GO:0043043:IEA	PF01132|PF08207|PF09285	EFP|EFP_N|Elong-fact-P_C	IPR015365|IPR012340|IPR014722|IPR020599|IPR013185|IPR001059|IPR013852|IPR011768|IPR008991		B2UQH2
B2UQH8	349741		MmcQ/YjbR family DNA-binding protein		PF04237	YjbR	IPR007351|IPR038056|IPR058532		B2UQH8
B2UQJ0	349741		Outer membrane autotransporter barrel domain protein	GO:0009279:IEA|GO:0005576:IEA	PF03797	Autotransporter	IPR005546|IPR036709|IPR003368		B2UQJ0
B2UQN6	349741		Glycosyl transferase family 8	GO:0016757:IEA|GO:0046872:IEA	PF01501	Glyco_transf_8	IPR002495|IPR050748|IPR029044		B2UQN6
B2UQP4	349741		Biotin/lipoyl attachment domain-containing protein	GO:0045254:IEA|GO:0016746:IEA|GO:0006086:IEA	PF00364|PF02817	Biotin_lipoyl|E3_binding	IPR000089|IPR045257|IPR036625|IPR004167|IPR011053		B2UQP4
B2UQP8	349741		Carbon starvation protein CstA	GO:0005886:IEA|GO:0009267:IEA	PF02554	CstA	IPR051605|IPR003706|IPR038377		B2UQP8
B2UQR9	349741	fmt	Methionyl-tRNA formyltransferase	GO:0005829:IEA|GO:0004479:IEA	PF02911|PF00551	Formyl_trans_C|Formyl_trans_N	IPR005794|IPR005793|IPR037022|IPR002376|IPR036477|IPR011034|IPR044135|IPR041711	2.1.2.9	B2UQR9
B2UQW7	349741		Peptidyl-prolyl cis-trans isomerase	GO:0003755:IEA|GO:0006457:IEA	PF00160	Pro_isomerase	IPR029000|IPR020892|IPR002130|IPR044666	5.2.1.8	B2UQW7
B2UQX5	349741		Thioredoxin-like fold domain-containing protein		PF13098	Thioredoxin_2	IPR012336|IPR036249		B2UQX5
B2UQZ7	349741		Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein		PF09976	TPR_21	IPR018704|IPR011990		B2UQZ7
B2UR06	349741		Uncharacterized protein						B2UR06
B2UR18	349741		Glycosyl transferase group 1	GO:0016757:IEA	PF13439|PF00534	Glyco_transf_4|Glycos_transf_1	IPR001296|IPR028098		B2UR18
B2UR27	349741		Uncharacterized protein						B2UR27
B2UR30	349741		FeoA family protein	GO:0046914:IEA	PF04023	FeoA	IPR007167|IPR052713|IPR038157|IPR008988		B2UR30
B2UR92	349741	kdpB	Potassium-transporting ATPase ATP-binding subunit	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0000287:IEA|GO:0008556:IEA	PF00122|PF00702	E1-E2_ATPase|Hydrolase	IPR023299|IPR018303|IPR023298|IPR008250|IPR059000|IPR036412|IPR023214|IPR006391|IPR001757|IPR044492	7.2.2.6	B2UR92
B2URB1	349741		DUF418 domain-containing protein		PF04235|PF07786	DUF418|HGSNAT_cat	IPR052529|IPR007349|IPR012429		B2URB1
B2URF2	349741		Probable DNA 3'-5' helicase RecG	GO:0005524:IEA|GO:0003677:IEA|GO:0003678:IEA|GO:0016787:IEA|GO:0006281:IEA	PF00270|PF00271|PF19833|PF17191	DEAD|Helicase_C|RecG_dom3_C|RecG_wedge	IPR011545|IPR014001|IPR001650|IPR012340|IPR027417|IPR047112|IPR045562|IPR033454		B2URF2
B2URI1	349741		Glycosyl transferase family 51	GO:0008955:IEA|GO:0009002:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0006508:IEA|GO:0008360:IEA	PF00912	Transgly	IPR012338|IPR001264|IPR050396|IPR023346|IPR036950		B2URI1
B2URI9	349741	gmd	GDP-mannose 4,6-dehydratase	GO:0008446:IEA|GO:0070401:IEA|GO:0042351:IEA	PF16363	GDP_Man_Dehyd	IPR006368|IPR016040|IPR036291	4.2.1.47	B2URI9
B2URK4	349741		Polyprenyl synthetase	GO:0005737:IEA|GO:0046872:IEA|GO:0004659:IEA|GO:0016114:IEA	PF00348	polyprenyl_synt	IPR008949|IPR000092|IPR033749|IPR053378		B2URK4
B2URK9	349741		Thioredoxin reductase	GO:0005737:IEA|GO:0004791:IEA|GO:0019430:IEA	PF07992	Pyr_redox_2	IPR036188|IPR023753|IPR050097|IPR008255|IPR005982	1.8.1.9	B2URK9
B2URN3	349741		Sulfite reductase (NADPH)	GO:0009337:IEA|GO:0051539:IEA|GO:0020037:IEA|GO:0046872:IEA|GO:0050311:IEA|GO:0004783:IEA|GO:0000103:IEA	PF01077|PF03460	NIR_SIR|NIR_SIR_ferr	IPR005117|IPR036136|IPR006067|IPR045169|IPR045854|IPR006066	1.8.1.2	B2URN3
B2UKS9	349741		Integrase family protein	GO:0003677:IEA|GO:0015074:IEA|GO:0006310:IEA	PF13102|PF00589	Phage_int_SAM_5|Phage_integrase	IPR044068|IPR011010|IPR013762|IPR002104|IPR010998|IPR050808|IPR025269		B2UKS9
B2UKU7	349741	aspS	Aspartate--tRNA(Asp/Asn) ligase	GO:0005737:IEA|GO:0004815:IEA|GO:0050560:IEA|GO:0005524:IEA|GO:0003676:IEA|GO:0006422:IEA	PF02938|PF00152|PF01336	GAD|tRNA-synt_2|tRNA_anti-codon	IPR004364|IPR006195|IPR045864|IPR004524|IPR047089|IPR002312|IPR047090|IPR004115|IPR029351|IPR012340|IPR004365	6.1.1.23	B2UKU7
B2UKX5	349741		Uncharacterized protein						B2UKX5
B2UKY5	349741	mdh	Malate dehydrogenase	GO:0030060:IEA|GO:0006108:IEA|GO:0006099:IEA	PF02866|PF00056	Ldh_1_C|Ldh_1_N	IPR001557|IPR022383|IPR001236|IPR015955|IPR001252|IPR010945|IPR036291	1.1.1.37	B2UKY5
B2UKZ2	349741		Tetratricopeptide repeat protein				IPR011990		B2UKZ2
B2UL09	349741	dnaJ	Chaperone protein DnaJ	GO:0005737:IEA|GO:0005524:IEA|GO:0009055:IEA|GO:0031072:IEA|GO:0020037:IEA|GO:0051082:IEA|GO:0008270:IEA|GO:0006260:IEA|GO:0042026:IEA|GO:0009408:IEA	PF00226|PF01556|PF00684	DnaJ|DnaJ_C|DnaJ_CXXCXGXG	IPR009056|IPR012724|IPR002939|IPR001623|IPR018253|IPR008971|IPR001305|IPR036410|IPR036869		B2UL09
B2UL57	349741		HAD-superfamily hydrolase, subfamily IA, variant 3	GO:0016787:IEA	PF13419	HAD_2	IPR036412|IPR006439|IPR041492|IPR023214|IPR023198		B2UL57
B2UL87	349741		NAD-dependent epimerase/dehydratase		PF01370	Epimerase	IPR001509|IPR036291		B2UL87
B2UL88	349741		Aminoglycoside phosphotransferase domain-containing protein		PF01636	APH	IPR002575|IPR011009|IPR050249		B2UL88
B2ULF1	349741		RNA polymerase, sigma-24 subunit, ECF subfamily	GO:0003677:IEA|GO:0016987:IEA|GO:0006352:IEA	PF04542	Sigma70_r2	IPR039425|IPR014284|IPR007627|IPR013325|IPR013324		B2ULF1
B2ULH5	349741		Lipid A biosynthesis acyltransferase	GO:0005886:IEA|GO:0016746:IEA|GO:0016757:IEA|GO:0009247:IEA	PF01075|PF03279	Glyco_transf_9|Lip_A_acyltrans	IPR002201|IPR004960		B2ULH5
B2ULI3	349741		Cof-like hydrolase	GO:0005829:IEA|GO:0000287:IEA|GO:0016791:IEA	PF08282	Hydrolase_3	IPR000150|IPR036412|IPR006379|IPR023214		B2ULI3
B2ULJ9	349741		Alpha-2-macroglobulin domain protein	GO:0005615:IEA|GO:0004866:IEA	PF00207|PF07703|PF17973|PF01835|PF07678	A2M|A2M_BRD|bMG10|MG2|TED_complement	IPR011625|IPR047565|IPR011626|IPR041246|IPR001599|IPR002890|IPR008930|IPR051802		
B2ULL2	349741		Uncharacterized protein						B2ULL2
B2ULL4	349741		Glycosyl transferase family 2	GO:0016740:IEA	PF00535	Glycos_transf_2	IPR001173|IPR050834|IPR029044		B2ULL4
B2ULM5	349741		Superoxide dismutase	GO:0046872:IEA|GO:0004784:IEA	PF02777|PF00081	Sod_Fe_C|Sod_Fe_N	IPR050265|IPR001189|IPR019833|IPR019832|IPR019831|IPR036324|IPR036314	1.15.1.1	B2ULM5
B2ULQ9	349741		Efflux transporter, RND family, MFP subunit	GO:0005886:IEA|GO:0022857:IEA|GO:0046677:IEA	PF25944|PF25917|PF25876	Beta-barrel_RND|BSH_RND|HH_MFP_RND	IPR058626|IPR058625|IPR058624|IPR006143		B2ULQ9
B2ULR6	349741		Uncharacterized protein						B2ULR6
B2ULU8	349741		Saccharopine dehydrogenase		PF16653|PF03435	Sacchrp_dh_C|Sacchrp_dh_NADP	IPR036291|IPR032095|IPR005097		B2ULU8
B2ULW7	349741		PpiC-type peptidyl-prolyl cis-trans isomerase	GO:0003755:IEA	PF13616	Rotamase_3	IPR046357|IPR000297|IPR023058|IPR050245|IPR027304		B2ULW7
B2ULY4	349741		NADH-quinone oxidoreductase subunit J	GO:0005886:IEA|GO:0008137:IEA|GO:0048038:IEA	PF00499	Oxidored_q3	IPR001457|IPR042106	7.1.1.-	B2ULY4
B2ULZ3	349741		Na+/H+ antiporter		PF07399	Na_H_antiport_3	IPR009978		B2ULZ3
B2UM00	349741		NfeD-like C-terminal domain-containing protein	GO:0005886:IEA	PF25145|PF24961	NfeD1b_N|NfeD_membrane	IPR029045|IPR052165|IPR012340|IPR056738|IPR056739		B2UM00
B2UM03	349741		D-alanyl-D-alanine dipeptidase	GO:0160237:IEA|GO:0008237:IEA|GO:0008270:IEA|GO:0071555:IEA|GO:0006508:IEA	PF01427	Peptidase_M15	IPR000755|IPR009045	3.4.13.22	B2UM03
B2UM26	349741		Basic Secretory Protein		PF04450	BSP	IPR007541		B2UM26
B2UM30	349741		Sulfatase	GO:0004065:IEA|GO:0046872:IEA	PF00884	Sulfatase	IPR017850|IPR050738|IPR000917		B2UM30
B2UM52	349741		Adenosylcobinamide kinase	GO:0043752:IEA|GO:0005524:IEA|GO:0008820:IEA|GO:0005525:IEA|GO:0009236:IEA	PF02283	CobU	IPR003203|IPR027417	2.7.1.156|2.7.7.62	B2UM52
B2UM54	349741	cobS	Adenosylcobinamide-GDP ribazoletransferase	GO:0005886:IEA|GO:0051073:IEA|GO:0008818:IEA|GO:0009236:IEA	PF02654	CobS	IPR003805	2.7.8.26	B2UM54
B2UMA1	349741		Succinate CoA transferase	GO:0008775:IEA|GO:0003986:IEA|GO:0006083:IEA|GO:0006084:IEA	PF13336|PF02550	AcetylCoA_hyd_C|AcetylCoA_hydro	IPR026888|IPR038460|IPR046433|IPR003702|IPR037171|IPR017821	3.1.2.1	B2UMA1
B2UMB8	349741		Uncharacterized protein						B2UMB8
B2UMC5	349741		Uncharacterized protein						B2UMC5
B2UME4	349741		Uncharacterized protein						B2UME4
B2UMG3	349741		Threonylcarbamoyl-AMP synthase	GO:0005737:IEA|GO:0005524:IEA|GO:0003725:IEA|GO:0061710:IEA|GO:0000049:IEA|GO:0006450:IEA|GO:0008033:IEA	PF03481|PF01300	Sua5_C|Sua5_yciO_yrdC	IPR017945|IPR006070|IPR038385|IPR005145|IPR010923|IPR050156	2.7.7.87	B2UMG3
B2UMH9	349741		Uncharacterized protein				IPR011990|IPR019734		B2UMH9
B2UMI7	349741		Acyl-ACP thioesterase	GO:0000036:IEA|GO:0016297:IEA	PF01643|PF20791	Acyl-ACP_TE|Acyl-ACP_TE_C	IPR049427|IPR002864|IPR045023|IPR029069		B2UMI7
B2UMM4	349741		Miro domain protein	GO:0005829:IEA|GO:0005525:IEA|GO:0030488:IEA|GO:0002098:IEA	PF01926	MMR_HSR1	IPR006073|IPR027417		B2UMM4
B2UMP2	349741		DUF58 domain-containing protein		PF01882	DUF58	IPR002881|IPR036465		B2UMP2
B2UMP7	349741		Uncharacterized protein						B2UMP7
B2UMS8	349741		DUF4332 domain-containing protein		PF14229	DUF4332	IPR025567		B2UMS8
B2UMW9	349741		TonB-dependent receptor	GO:0009279:IEA|GO:0015344:IEA	PF07715	Plug	IPR036942|IPR012910|IPR037066|IPR039426|IPR010917		B2UMW9
B2UN06	349741		Uncharacterized Fe-S center protein, putative ferredoxin		PF04015	DUF362	IPR007160|IPR006311		B2UN06
B2UN07	349741		2,5-didehydrogluconate reductase	GO:0050580:IEA	PF00248	Aldo_ket_red	IPR020471|IPR018170|IPR036812|IPR023210	1.1.1.274	B2UN07
B2UN16	349741		NAD(P)H dehydrogenase (Quinone)	GO:0009055:IEA|GO:0010181:IEA|GO:0003955:IEA	PF02525	Flavodoxin_2	IPR003680|IPR029039|IPR046980		B2UN16
B2UN56	349741		Extracellular solute-binding protein family 5	GO:0030313:IEA|GO:1904680:IEA|GO:0015833:IEA	PF00496	SBP_bac_5	IPR039424|IPR000914		B2UN56
B2UN84	349741		DUF4230 domain-containing protein						B2UN84
B2UNH1	349741	ychF	Ribosome-binding ATPase YchF	GO:0005737:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0005525:IEA|GO:0046872:IEA|GO:0043023:IEA	PF01926|PF06071	MMR_HSR1|YchF-GTPase_C	IPR004396|IPR012675|IPR031167|IPR006073|IPR027417|IPR004095|IPR012676|IPR023192|IPR013029|IPR041706		B2UNH1
B2UNJ8	349741		DUF1353 domain-containing protein						B2UNJ8
B2UNK0	349741		NIF system FeS cluster assembly NifU N-terminal domain-containing protein						B2UNK0
B2UNP3	349741		Dihydrodipicolinate synthetase	GO:0005737:IEA|GO:0016829:IEA	PF00701	DHDPS	IPR013785|IPR002220		B2UNP3
B2UNQ4	349741		Membrane protein-like protein		PF13189|PF19700	Cytidylate_kin2|DUF6198	IPR027417|IPR038750		B2UNQ4
B2UNQ5	349741		DNA lyase		PF03013	Pyr_excise	IPR004260		B2UNQ5
B2UNW0	349741	bioB	Biotin synthase	GO:0051537:IEA|GO:0051539:IEA|GO:0004076:IEA|GO:0005506:IEA|GO:0009102:IEA	PF06968|PF04055	BATS|Radical_SAM	IPR013785|IPR010722|IPR002684|IPR024177|IPR006638|IPR007197|IPR058240	2.8.1.6	B2UNW0
B2UP24	349741		Regulatory protein, FmdB family				IPR013429		B2UP24
B2UP30	349741	proC	Pyrroline-5-carboxylate reductase	GO:0005737:IEA|GO:0004735:IEA|GO:0055129:IEA	PF03807|PF14748	F420_oxidored|P5CR_dimer	IPR008927|IPR036291|IPR028939|IPR053790|IPR029036|IPR000304	1.5.1.2	B2UP30
B2UP42	349741	htpG	Chaperone protein HtpG	GO:0005737:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0140662:IEA|GO:0051082:IEA	PF13589|PF00183	HATPase_c_3|HSP90	IPR036890|IPR003594|IPR037196|IPR001404|IPR020575|IPR020568		B2UP42
B2UP43	349741		Ion transport 2 domain protein	GO:0008076:IEA|GO:0005249:IEA|GO:0001508:IEA	PF07885	Ion_trans_2	IPR013099|IPR028325|IPR027359		B2UP43
B2UP56	349741		Uncharacterized phage-associated protein-like protein		PF13274	SocA_Panacea	IPR025272		B2UP56
B2UP72	349741		Cardiolipin synthase	GO:0005886:IEA|GO:0008808:IEA|GO:0032049:IEA	PF13091|PF13396	PLDc_2|PLDc_N	IPR022924|IPR027379|IPR025202|IPR001736	2.7.8.-	B2UP72
B2UPD5	349741	lpxK	Tetraacyldisaccharide 4'-kinase	GO:0005886:IEA|GO:0005524:IEA|GO:0009029:IEA|GO:0009245:IEA|GO:0009244:IEA	PF02606	LpxK	IPR003758|IPR027417	2.7.1.130	B2UPD5
B2UPE0	349741		Entericidin EcnAB						B2UPE0
B2UPH9	349741		Uncharacterized protein						B2UPH9
B2UPJ1	349741		assimilatory sulfite reductase (NADPH)	GO:0005829:IEA|GO:0050660:IEA|GO:0010181:IEA|GO:0004783:IEA|GO:0019344:IEA	PF00667|PF00175	FAD_binding_1|NAD_binding_1	IPR003097|IPR017927|IPR001709|IPR039261|IPR023173|IPR001433|IPR017938	1.8.1.2	B2UPJ1
B2UPN3	349741		cysteine-S-conjugate beta-lyase	GO:0047804:IEA|GO:0030170:IEA|GO:0008483:IEA	PF00155	Aminotran_1_2	IPR004839|IPR027619|IPR051798|IPR015424|IPR015421|IPR015422	4.4.1.13	B2UPN3
B2UPN4	349741		methionine--tRNA ligase	GO:0005524:IEA|GO:0004825:IEA|GO:0006431:IEA	PF19303|PF09334	Anticodon_3|tRNA-synt_1g	IPR041872|IPR014758|IPR023457|IPR015413|IPR033911|IPR014729|IPR009080	6.1.1.10	B2UPN4
B2UPN8	349741		PDZ domain-containing protein		PF19805	DUF6288	IPR046255|IPR001478|IPR036034|IPR008930		
B2UPQ4	349741		Uncharacterized protein						B2UPQ4
B2UPQ7	349741		PEP-CTERM sorting domain-containing protein				IPR013424		B2UPQ7
B2UPU2	349741		Sel1 domain protein repeat-containing protein		PF08238	Sel1	IPR006597|IPR050767|IPR011990		B2UPU2
B2UPV1	349741		GCN5-related N-acetyltransferase	GO:0016747:IEA	PF00583	Acetyltransf_1	IPR016181|IPR000182		B2UPV1
B2UPV3	349741		TfoX domain protein		PF04993	TfoX_N	IPR007076		B2UPV3
B2UPV8	349741	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	GO:0005737:IEA|GO:0005524:IEA|GO:0004326:IEA|GO:0008764:IEA|GO:0051301:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0008360:IEA	PF02875|PF08245|PF21799	Mur_ligase_C|Mur_ligase_M|MurD-like_N	IPR018109|IPR036565|IPR004101|IPR036615|IPR013221|IPR005762	6.3.2.9	B2UPV8
B2UPZ1	349741	asnS	Asparagine--tRNA ligase	GO:0005737:IEA|GO:0004816:IEA|GO:0005524:IEA|GO:0003676:IEA|GO:0006421:IEA	PF00152|PF01336	tRNA-synt_2|tRNA_anti-codon	IPR004364|IPR006195|IPR045864|IPR004522|IPR002312|IPR012340|IPR004365	6.1.1.22	B2UPZ1
B2UQ01	349741		Uncharacterized protein						B2UQ01
B2UQ05	349741		Alanine--glyoxylate transaminase	GO:0008453:IEA|GO:0004760:IEA|GO:0019265:IEA	PF00266	Aminotran_5	IPR000192|IPR020578|IPR015424|IPR015421|IPR015422|IPR024169	2.6.1.44	B2UQ05
B2UQ11	349741		Probable transcriptional regulatory protein Amuc_0709	GO:0005829:IEA|GO:0003677:IEA|GO:0006351:IEA|GO:0006355:IEA	PF20772|PF01709	TACO1_YebC_N|Transcrip_reg	IPR017856|IPR048300|IPR049083|IPR002876|IPR026564|IPR029072		B2UQ11
B2UQ32	349741		ATP-grasp domain-containing protein	GO:0005524:IEA|GO:0008716:IEA|GO:0046872:IEA	PF07478	Dala_Dala_lig_C	IPR011761|IPR013815|IPR011095		B2UQ32
B2UQ56	349741		Glycosyl transferase family 9	GO:0005829:IEA|GO:0008713:IEA|GO:0009244:IEA	PF01075	Glyco_transf_9	IPR002201|IPR051199		B2UQ56
B2UQ57	349741	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	GO:0008712:IEA|GO:0050661:IEA|GO:0097171:IEA|GO:0005975:IEA	PF01370	Epimerase	IPR001509|IPR011912|IPR036291	5.1.3.20	B2UQ57
B2UQ97	349741	lysS	Lysine--tRNA ligase	GO:0005829:IEA|GO:0005524:IEA|GO:0004824:IEA|GO:0000287:IEA|GO:0000049:IEA|GO:0006430:IEA	PF00152|PF01336	tRNA-synt_2|tRNA_anti-codon	IPR004364|IPR006195|IPR045864|IPR002313|IPR044136|IPR018149|IPR012340|IPR004365	6.1.1.6	B2UQ97
B2UQB0	349741	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	GO:0005829:IEA|GO:0050660:IEA|GO:0030488:IEA|GO:0002098:IEA	PF01134|PF13932	GIDA|SAM_GIDA_C	IPR036188|IPR004416|IPR002218|IPR020595|IPR026904|IPR047001|IPR044920|IPR040131		B2UQB0
B2UQE9	349741		Uncharacterized protein						B2UQE9
B2UQF4	349741		YidE/YbjL duplication	GO:0005886:IEA|GO:0008324:IEA|GO:0006813:IEA	PF06826|PF02080	Asp-Al_Ex|TrkA_C	IPR050144|IPR006037|IPR036721|IPR006512		B2UQF4
B2UQF8	349741		Anaerobic ribonucleoside-triphosphate reductase activating protein	GO:0003824:IEA|GO:0051536:IEA|GO:0046872:IEA	PF04055	Radical_SAM	IPR013785|IPR012840|IPR050377|IPR007197|IPR058240		B2UQF8
B2UQJ4	349741		uroporphyrinogen-III C-methyltransferase	GO:0004851:IEA|GO:0004852:IEA|GO:0009236:IEA|GO:0032259:IEA|GO:0019354:IEA	PF02602|PF00590	HEM4|TP_methylase	IPR000878|IPR035996|IPR036108|IPR003754|IPR014777|IPR014776|IPR006366|IPR050161|IPR003043	2.1.1.107	B2UQJ4
B2UQJ6	349741		DNA topoisomerase	GO:0043597:IEA|GO:0003677:IEA|GO:0003917:IEA|GO:0006310:IEA|GO:0006281:IEA|GO:0006265:IEA	PF01131|PF01751|PF13342	Topoisom_bac|Toprim|Toprim_Crpt	IPR000380|IPR003601|IPR013497|IPR013824|IPR013825|IPR013826|IPR023405|IPR003602|IPR025589|IPR006171|IPR034144	5.6.2.1	B2UQJ6
B2UQK0	349741		N-acetylmuramoyl-L-alanine amidase	GO:0008745:IEA|GO:0071555:IEA|GO:0030420:IEA|GO:0009253:IEA|GO:0009254:IEA|GO:0030435:IEA	PF01510	Amidase_2	IPR036505|IPR002502|IPR051206	3.5.1.28	B2UQK0
B2UQL5	349741		Dihydrofolate synthase/folylpolyglutamate synthase	GO:0005737:IEA|GO:0005524:IEA|GO:0008841:IEA|GO:0046872:IEA|GO:0004326:IEA|GO:0046656:IEA	PF02875|PF08245	Mur_ligase_C|Mur_ligase_M	IPR001645|IPR036565|IPR004101|IPR036615|IPR013221	6.3.2.12|6.3.2.17	B2UQL5
B2UQN8	349741		Glycosyl transferase family 2	GO:0016758:IEA	PF00535	Glycos_transf_2	IPR001173|IPR029044		B2UQN8
B2UQP9	349741		PEP-CTERM protein-sorting domain-containing protein				IPR013424		B2UQP9
B2UQQ3	349741	infB	Translation initiation factor IF-2	GO:0005737:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0003743:IEA	PF22042|PF00009|PF11987|PF04760	EF-G_D2|GTP_EFTU|IF-2|IF2_N	IPR053905|IPR044145|IPR006847|IPR027417|IPR005225|IPR000795|IPR000178|IPR015760|IPR023115|IPR036925|IPR009000		B2UQQ3
B2UQT9	349741		ABC transporter related	GO:0005524:IEA|GO:0016887:IEA	PF00005|PF12848	ABC_tran|ABC_tran_Xtn	IPR003593|IPR032781|IPR003439|IPR017871|IPR051309|IPR027417		B2UQT9
B2UQX6	349741		Uncharacterized protein						B2UQX6
B2UQX8	349741		TM2 domain-containing protein						B2UQX8
B2UQY8	349741		Preprotein translocase, SecE subunit	GO:0016020:IEA|GO:0006886:IEA|GO:0006605:IEA	PF00584	SecE	IPR038379|IPR001901		B2UQY8
B2UR43	349741		Uncharacterized protein		PF28178	Amuc_1102	IPR049970		B2UR43
B2UR54	349741		Uncharacterized protein						B2UR54
B2UR86	349741		RHS repeat-associated core domain-containing protein		PF25023|PF10908	TEN_YD-shell|Tlde1_dom	IPR022385|IPR050708|IPR056823|IPR021225		B2UR86
B2URE7	349741	pdxJ	Pyridoxine 5'-phosphate synthase	GO:0005829:IEA|GO:0033856:IEA|GO:0008615:IEA	PF03740	PdxJ	IPR013785|IPR004569|IPR036130	2.6.99.2	B2URE7
B2URL0	349741		SGNH/GDSL hydrolase family protein	GO:0016788:IEA			IPR036514		B2URL0
B2URM7	349741		LUD domain-containing protein		PF02589	LUD_dom	IPR003741		B2URM7
B2UKM3	349741		Sodium:neurotransmitter symporter	GO:0016020:IEA	PF00209	SNF	IPR000175|IPR037272		B2UKM3
B2UKN3	349741		Uncharacterized protein						B2UKN3
B2UKP2	349741		DUF3168 domain-containing protein						B2UKP2
B2UKR3	349741		Type II toxin-antitoxin system HicA family toxin	GO:0004519:IEA|GO:0016787:IEA|GO:0003729:IEA	PF07927	HicA_toxin	IPR012933|IPR038570		B2UKR3
B2UKV3	349741		Hydrogenase expression/formation protein HypE	GO:0051604:IEA	PF00586|PF02769	AIRS|AIRS_C	IPR011854|IPR010918|IPR036676|IPR016188|IPR036921		B2UKV3
B2UL01	349741		UvrABC system protein A	GO:0005737:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA|GO:0004518:IEA|GO:0006281:IEA	PF17760	UvrA_inter	IPR003593|IPR003439|IPR017871|IPR027417|IPR041102		B2UL01
B2UL11	349741		phosphoglycolate phosphatase	GO:0005829:IEA|GO:0004150:IEA|GO:0008967:IEA|GO:0006281:IEA|GO:0006760:IEA	PF02152|PF13419	FolB|HAD_2	IPR006157|IPR043133|IPR050155|IPR036412|IPR041492|IPR023214|IPR023198	3.1.3.18	B2UL11
B2UL15	349741		FAD linked oxidase domain protein	GO:0071949:IEA|GO:0016491:IEA	PF02913|PF01565	FAD-oxidase_C|FAD_binding_4	IPR004113|IPR016166|IPR036318|IPR016169|IPR016164|IPR051914|IPR006094|IPR016171		B2UL15
B2UL19	349741		Eight transmembrane protein EpsH	GO:0005886:IEA|GO:0008233:IEA|GO:0006508:IEA	PF09721	Exosortase_EpsH	IPR013426|IPR026392|IPR019127		B2UL19
