Gene ID,Gene Name or Symbol,Product Description
AN5283,N/A,"Ortholog of A. nidulans FGSC A4 : AN2708, AN1572, AN7419, A. fumigatus Af293 : Afu6g14000, Afu8g05970, A. niger CBS 513.88 : An07g02380, An08g07270 and A. oryzae RIB40 : AO090026000716, AO090005000543"
AN5284,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN5287,N/A,Putative acyl-CoA dehydrogenase
AN5288,N/A,protein of unknown function
AN5289,N/A,"Ortholog of A. niger CBS 513.88 : An09g01430, An09g03200, An17g00580, Neosartorya fischeri NRRL 181 : NFIA_003820 and Aspergillus wentii : Aspwe1_0050264, Aspwe1_0052225, Aspwe1_0101230"
AN5290,N/A,Predicted glycosylphosphatidylinositol (GPI)-anchored protein
AN5291,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN5292,N/A,Ortholog(s) have endoplasmic reticulum localization
AN5294,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
AN5295,N/A,"Has domain(s) with predicted carbon-carbon lyase activity, catalytic activity and role in cellular aromatic compound metabolic process"
AN5296,N/A,Two-component signaling protein with histidine kinase and response regulator domains
AN5297,N/A,Has domain(s) with predicted catalytic activity and role in metabolic process
AN5298,N/A,protein of unknown function
AN5299,N/A,"Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
AN5300,N/A,Putative aconitate hydratase with a predicted role in the TCA cycle
AN5302,N/A,Transcript induced in response to calcium dichloride in a CrzA-dependent manner
AN5303,N/A,"Ortholog of A. fumigatus Af293 : Afu2g15100, Neosartorya fischeri NRRL 181 : NFIA_090360, Aspergillus versicolor : Aspve1_0086623 and Aspergillus fumigatus A1163 : AFUB_030760"
AN5304,N/A,"Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization"
AN5305,N/A,Has domain(s) with predicted catalytic activity
AN5308,N/A,protein of unknown function
AN5309,N/A,Putative cutinase with a predicted role in the hydrolysis of cutin
AN5310,N/A,"Has domain(s) with predicted FAD binding, oxidoreductase activity and role in metabolic process"
AN5311,N/A,Ortholog(s) have catechol oxidase activity
AN5312,N/A,"Ortholog of A. nidulans FGSC A4 : AN6413, AN6419, AN6946, AN5664, AN8328, AN3241, AN10369, AN1930, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202"
AN5313,N/A,protein of unknown function
AN5314,N/A,"Has domain(s) with predicted catalytic activity, pyridoxal phosphate binding activity and role in metabolic process"
AN5315,N/A,"Ortholog of A. nidulans FGSC A4 : AN7859, A. niger CBS 513.88 : An01g01450, A. oryzae RIB40 : AO090001000269, Neosartorya fischeri NRRL 181 : NFIA_044920 and Aspergillus wentii : Aspwe1_0166871"
AN5316,N/A,Ortholog of Aspergillus versicolor : Aspve1_0031636 and Aspergillus sydowii : Aspsy1_0035792
AN5317,N/A,"Ortholog of A. fumigatus Af293 : Afu6g00280, A. oryzae RIB40 : AO090003000248, AO090010000078, Neosartorya fischeri NRRL 181 : NFIA_047440 and Aspergillus versicolor : Aspve1_0031634"
AN5318,N/A,Putative non-ribosomal peptide synthetase
AN5319,N/A,"Ortholog of Aspergillus versicolor : Aspve1_0074620, Aspve1_0893571 and Aspergillus sydowii : Aspsy1_0094036, Aspsy1_0136394"
AN5320,N/A,Has domain(s) with predicted hydrolase activity
AN5321,N/A,Putative triacylglycerol lipase with a predicted role in glycerolipid metabolism
AN5322,N/A,protein of unknown function
AN5323,N/A,"Has domain(s) with predicted substrate-specific transmembrane transporter activity, transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization"
AN5324,N/A,Dehydrin-like protein
AN5325,N/A,protein of unknown function
AN5326,N/A,protein of unknown function
AN5327,N/A,"Has domain(s) with predicted GTP binding, GTPase activity"
AN5328,N/A,"Has domain(s) with predicted catalytic activity, ferric iron binding, iron ion binding, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen activity"
AN5329,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN5330,N/A,Has domain(s) with predicted N-acetyltransferase activity
AN5331,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN5332,N/A,Ortholog(s) have intracellular localization
AN5333,N/A,"Putative pectate lyase, involved in degradation of pectin"
AN5334,N/A,Predicted DDE1 transposon-related ORF
AN5335,N/A,Putative cytochrome P450
AN5337,N/A,"Ortholog(s) have cytosol, mitotic spindle pole body, nuclear envelope localization"
AN5338,N/A,Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process
AN5339,N/A,"Ortholog of A. oryzae RIB40 : AO090103000416, Aspergillus wentii : Aspwe1_0022264, Aspergillus sydowii : Aspsy1_0050291 and Aspergillus terreus NIH2624 : ATET_00936"
AN5340,N/A,"Ortholog(s) have role in endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), more"
AN5341,N/A,"Ortholog(s) have 1-phosphatidylinositol 4-kinase activator activity, calcium ion binding activity"
AN5342,N/A,Protein expressed at increased levels during osmoadaptation
AN5343,N/A,Kinesin-family protein
AN5344,N/A,Protein involved in DNA repair
AN5345,N/A,"Ortholog of A. fumigatus Af293 : Afu6g14190, A. niger CBS 513.88 : An06g01110, A. oryzae RIB40 : AO090103000511, Aspergillus wentii : Aspwe1_0099126 and Aspergillus sydowii : Aspsy1_0161355"
AN5346,N/A,Ortholog(s) have role in establishment or maintenance of cell polarity and endoplasmic reticulum localization
AN5347,N/A,"Has domain(s) with predicted cation transmembrane transporter activity, role in cation transport, transmembrane transport and integral component of membrane localization"
AN5348,N/A,"Ortholog of A. nidulans FGSC A4 : AN6432, A. fumigatus Af293 : Afu6g14160, A. niger CBS 513.88 : An09g01260, An06g01070 and Aspergillus wentii : Aspwe1_0040163, Aspwe1_0166152"
AN5349,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN5350,N/A,Has domain(s) with predicted role in response to stress and integral component of membrane localization
AN5351,N/A,Putative ubiquitin-conjugating enzyme
AN5353,N/A,Transcript repressed by light in developmentally competent mycelia
AN5354,N/A,"Has domain(s) with predicted oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups activity and role in oxidation-reduction process"
AN5355,N/A,"Has domain(s) with predicted oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups, zinc ion binding activity and role in oxidation-reduction process"
AN5356,N/A,Putative carnitine transporter
AN5357,N/A,Predicted glycosylphosphatidylinositol (GPI)-anchored protein
AN5359,N/A,Has domain(s) with predicted trichodiene synthase activity and role in sesquiterpenoid biosynthetic process
AN5360,N/A,Putative cytochrome P450
AN5361,N/A,Putative beta-glucuronidase with a predicted role in carbohydrate catabolism
AN5362,N/A,Ortholog of Aspergillus niger ATCC 1015 : 41393-mRNA
AN5363,N/A,protein of unknown function
AN5364,N/A,Transcript induced in response to calcium dichloride in a CrzA-dependent manner
AN5365,N/A,protein of unknown function
AN5366,N/A,protein of unknown function
AN5367,N/A,"Ortholog of A. fumigatus Af293 : Afu2g17475, A. oryzae RIB40 : AO090138000095, Neosartorya fischeri NRRL 181 : NFIA_092880 and Aspergillus wentii : Aspwe1_0032360"
AN5368,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN5369,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN5370,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN5371,N/A,"Ortholog of A. nidulans FGSC A4 : AN6727, AN0386, A. fumigatus Af293 : Afu1g01610, Afu4g01060, Afu6g03180, Afu7g05880 and A. niger CBS 513.88 : An04g08650, An07g02000"
AN5372,N/A,Transcript induced in response to calcium dichloride in a CrzA-dependent manner
AN5373,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN5374,N/A,protein of unknown function
AN5375,N/A,"Has domain(s) with predicted RNA polymerase II transcription cofactor activity, role in regulation of transcription from RNA polymerase II promoter and mediator complex localization"
AN5376,N/A,"Ortholog of A. fumigatus Af293 : Afu6g13900, A. niger CBS 513.88 : An12g06540, An08g08300, A. oryzae RIB40 : AO090103000390, AO090038000051 and Aspergillus wentii : Aspwe1_0101779"
AN5377,N/A,protein of unknown function
AN5378,N/A,"Ortholog(s) have ferrichrome transporter activity, siderophore uptake transmembrane transporter activity and role in cellular iron ion homeostasis, cellular response to drug, ferrichrome transport, transmembrane transport"
AN5380,N/A,Has domain(s) with predicted catalytic activity and role in metabolic process
AN5381,N/A,protein of unknown function
AN5383,N/A,protein of unknown function
AN5384,N/A,Has domain(s) with predicted hydrolase activity
AN5385,N/A,protein of unknown function
AN5387,N/A,"Ortholog of A. fumigatus Af293 : Afu6g00360, A. niger CBS 513.88 : An13g01480, An02g11060, An18g00050 and A. oryzae RIB40 : AO090023000455, AO090003001393, AO090001000640"
AN5388,N/A,protein of unknown function
AN5389,N/A,protein of unknown function
AN5390,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN5391,N/A,Has domain(s) with predicted zinc ion binding activity
AN5393,N/A,Ortholog of Aspergillus versicolor : Aspve1_0031501 and Aspergillus sydowii : Aspsy1_0092343
AN5394,N/A,"Has domain(s) with predicted metal ion transmembrane transporter activity, role in metal ion transport, transmembrane transport and membrane localization"
AN5395,N/A,"Ortholog of Aspergillus tubingensis : Asptu1_0205813, Aspergillus brasiliensis : Aspbr1_0032446, Aspergillus versicolor : Aspve1_0086456 and Aspergillus sydowii : Aspsy1_0092345"
AN5396,N/A,"Ortholog of A. niger CBS 513.88 : An01g01630, An05g02350, An09g00510, Aspergillus wentii : Aspwe1_0029051, Aspwe1_0065325 and Aspergillus versicolor : Aspve1_0153975"
AN5397,N/A,Putative multicopper oxidase
AN5398,N/A,"Has domain(s) with predicted iron ion binding, oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen activity and role in oxidation-reduction process"
AN5399,N/A,"Ortholog of A. fumigatus Af293 : Afu2g15280, A. niger CBS 513.88 : An18g02600, A. oryzae RIB40 : AO090003001548, Neosartorya fischeri NRRL 181 : NFIA_090520 and Aspergillus versicolor : Aspve1_0045700"
AN5400,N/A,"Ortholog of A. nidulans FGSC A4 : AN9282, AN0025, AN7063, AN7804/stcW, AN8757, A. fumigatus Af293 : Afu6g03020, Afu6g13790 and A. niger CBS 513.88 : An08g09190, An03g06480, An11g08030, An13g01810, An12g07380"
AN5401,N/A,"Ortholog of A. fumigatus Af293 : Afu6g13860, A. niger CBS 513.88 : An08g08500, A. oryzae RIB40 : AO090103000362, Aspergillus sydowii : Aspsy1_0046494 and Aspergillus terreus NIH2624 : ATET_03448"
AN5402,N/A,"Has domain(s) with predicted role in lipid metabolic process, metabolic process"
AN5403,N/A,"Ortholog of A. fumigatus Af293 : Afu6g13660, A. niger CBS 513.88 : An08g08590, A. oryzae RIB40 : AO090103000319, Aspergillus wentii : Aspwe1_0033523 and Aspergillus sydowii : Aspsy1_0046503"
AN5404,N/A,"Ortholog(s) have role in cellular protein localization, endoplasmic reticulum tubular network maintenance, nuclear pore complex assembly"
AN5405,N/A,Putative bZIP-containing transcription factor
AN5406,N/A,Predicted type II DNA topoisomerase
AN5407,N/A,Has domain(s) with predicted intracellular localization
AN5408,N/A,"Has domain(s) with predicted RNA binding, ribonuclease III activity and role in RNA processing"
AN5409,N/A,"Has domain(s) with predicted catalytic activity, coenzyme binding activity and role in cellular metabolic process"
AN5410,N/A,Predicted glycosylphosphatidylinositol (GPI)-anchored protein
AN5411,N/A,"Has domain(s) with predicted catalytic activity, metal ion binding, phosphoric diester hydrolase activity"
AN5412,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN5413,N/A,"Ortholog of Aspergillus tubingensis : Asptu1_0127529, Aspergillus kawachii : Aspka1_0173125, Aspergillus acidus : Aspfo1_0061846 and Aspergillus wentii : Aspwe1_0061051"
AN5414,N/A,"Has domain(s) with predicted transferase activity, transferring hexosyl groups activity, role in carbohydrate metabolic process and membrane localization"
AN5415,N/A,"Ortholog(s) have O-methyltransferase activity and role in fumitremorgin B biosynthetic process, verruculogen biosynthetic process"
AN5416,N/A,Putative LaeA-like methyltransferase
AN5417,N/A,"Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding, oxidoreductase activity and role in oxidation-reduction process"
AN5418,N/A,"Ortholog of A. niger CBS 513.88 : An15g02840, A. oryzae RIB40 : AO090701000665, Aspergillus versicolor : Aspve1_0656877, Aspergillus clavatus NRRL 1 : ACLA_010790 and Aspergillus zonatus : Aspzo1_0062128"
AN5419,N/A,"Ortholog of A. niger CBS 513.88 : An18g02752, An01g01170, A. oryzae RIB40 : AO090012000481, Aspergillus versicolor : Aspve1_0135496 and Aspergillus clavatus NRRL 1 : ACLA_061860"
AN5421,N/A,"Ortholog of A. nidulans FGSC A4 : AN4151, A. fumigatus Af293 : Afu5g07490, A. niger CBS 513.88 : An14g01660, An08g09760, An11g00210 and A. oryzae RIB40 : AO090012000034, AO090009000581, AO090012000374"
AN5422,N/A,Putative beta-lactamase family protein
AN5423,N/A,"Ortholog of A. oryzae RIB40 : AO090003001412, Aspergillus glaucus : Aspgl1_0070324, Aspergillus flavus NRRL 3357 : AFL2T_01664 and Aspergillus kawachii : Aspka1_0182292"
AN5424,N/A,"Ortholog of Aspergillus flavus NRRL 3357 : AFL2T_08852, Aspergillus versicolor : Aspve1_0024394, Aspergillus sydowii : Aspsy1_0190925 and Aspergillus terreus NIH2624 : ATET_08289"
AN5425,N/A,Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process
AN5426,N/A,"Putative threonine aldolase with a predicted role in glycine, serine, and threonine metabolism"
AN5427,N/A,Has domain(s) with predicted chromate transmembrane transporter activity and role in chromate transport
