"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol","Transcript Product Description"
"Afu3g12500","Afu3g12500-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,301,306..3,302,629(-)","Ortholog of A. niger CBS 513.88 : An02g08440, Aspergillus wentii : Aspwe1_0371493, Aspergillus versicolor : Aspve1_0039356, Aspergillus zonatus : Aspzo1_0168566 and Aspergillus sydowii : Aspsy1_0029179","No","1","N/A","Ortholog of A. niger CBS 513.88 : An02g08440, Aspergillus wentii : Aspwe1_0371493, Aspergillus versicolor : Aspve1_0039356, Aspergillus zonatus : Aspzo1_0168566 and Aspergillus sydowii : Aspsy1_0029179"
"Afu3g12510","Afu3g12510-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,302,677..3,305,992(+)","Ortholog(s) have cytoplasm localization","No","1","N/A","Ortholog(s) have cytoplasm localization"
"Afu3g12520","Afu3g12520-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,306,047..3,312,272(-)","Ortholog of A. nidulans FGSC A4 : AN3100, A. niger CBS 513.88 : An02g08470, A. oryzae RIB40 : AO090005000716, Aspergillus wentii : Aspwe1_0169235 and Aspergillus sydowii : Aspsy1_0029176","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3100, A. niger CBS 513.88 : An02g08470, A. oryzae RIB40 : AO090005000716, Aspergillus wentii : Aspwe1_0169235 and Aspergillus sydowii : Aspsy1_0029176"
"Afu3g12530","Afu3g12530-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,312,296..3,320,002(-)","Putative sensor histidine kinase/response regulator","No","1","pkhB","Putative sensor histidine kinase/response regulator"
"Afu3g12540","Afu3g12540-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,322,033..3,323,741(+)","Predicted DDE1 transposon-related ORF","No","1","N/A","Predicted DDE1 transposon-related ORF"
"Afu3g12550","Afu3g12550-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,324,046..3,332,678(+)","Ortholog(s) have role in negative regulation of induction of conjugation with cellular fusion, phosphorelay signal transduction system, regulation of G2/M transition of mitotic cell cycle, stress-activated protein kinase signaling cascade","No","1","N/A","Ortholog(s) have role in negative regulation of induction of conjugation with cellular fusion, phosphorelay signal transduction system, regulation of G2/M transition of mitotic cell cycle, stress-activated protein kinase signaling cascade"
"Afu3g12560","Afu3g12560-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,332,914..3,334,574(-)","Putative allantoicase","No","1","N/A","Putative allantoicase"
"Afu3g12570","Afu3g12570-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,335,801..3,336,124(-)","Ortholog of A. nidulans FGSC A4 : AN3103, A. niger CBS 513.88 : An02g08530, A. oryzae RIB40 : AO090005000710, Aspergillus wentii : Aspwe1_0037169 and Aspergillus sydowii : Aspsy1_0087219","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3103, A. niger CBS 513.88 : An02g08530, A. oryzae RIB40 : AO090005000710, Aspergillus wentii : Aspwe1_0037169 and Aspergillus sydowii : Aspsy1_0087219"
"Afu3g12580","Afu3g12580-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,336,805..3,339,844(-)","Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization","No","1","N/A","Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization"
"Afu3g12590","Afu3g12590-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,339,861..3,343,105(+)","Ortholog(s) have alpha-L-fucosidase activity and role in xyloglucan metabolic process","No","1","N/A","Ortholog(s) have alpha-L-fucosidase activity and role in xyloglucan metabolic process"
"Afu3g12600","Afu3g12600-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,343,729..3,345,247(+)","Has domain(s) with predicted catalytic activity, hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process","No","1","N/A","Has domain(s) with predicted catalytic activity, hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process"
"Afu3g12610","Afu3g12610-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,345,633..3,346,935(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_036570","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_036570"
"Afu3g12620","Afu3g12620-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,346,987..3,348,023(+)","Ortholog(s) have isopenicillin-N N-acyltransferase activity and role in penicillin biosynthetic process","No","1","N/A","Ortholog(s) have isopenicillin-N N-acyltransferase activity and role in penicillin biosynthetic process"
"Afu3g12630","Afu3g12630-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,349,397..3,350,315(+)","Putative cytochrome b561","No","1","N/A","Putative cytochrome b561"
"Afu3g12640","Afu3g12640-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,350,661..3,352,214(+)","Ortholog(s) have serine-tRNA ligase activity, role in invasive growth in response to glucose limitation, mitochondrial seryl-tRNA aminoacylation, pseudohyphal growth, spore germination and mitochondrion localization","No","1","N/A","Ortholog(s) have serine-tRNA ligase activity, role in invasive growth in response to glucose limitation, mitochondrial seryl-tRNA aminoacylation, pseudohyphal growth, spore germination and mitochondrion localization"
"Afu3g12650","Afu3g12650-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,352,632..3,355,249(-)","Protein of unknown function, phoB-regulated","No","1","N/A","Protein of unknown function, phoB-regulated"
"Afu3g12660","Afu3g12660-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,355,549..3,357,569(+)","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization","No","1","N/A","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
"Afu3g12670","Afu3g12670-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,358,691..3,361,939(-)","Putative serine/threonine protein kinase","No","1","N/A","Putative serine/threonine protein kinase"
"Afu3g12680","Afu3g12680-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,362,065..3,364,597(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_036490","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_036490"
"Afu3g12690","Afu3g12690-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,364,715..3,368,339(-)","UDP-galactopyranose mutase","No","1","glfA","UDP-galactopyranose mutase"
"Afu3g12700","Afu3g12700-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,371,330..3,374,319(+)","Putative UDP-galactofuranose transporter","No","1","glfB","Putative UDP-galactofuranose transporter"
"Afu3g12710","Afu3g12710-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,374,786..3,376,852(+)","Ortholog of A. nidulans FGSC A4 : AN3114, A. niger CBS 513.88 : An02g08680, A. oryzae RIB40 : AO090012000852, Aspergillus wentii : Aspwe1_0105294 and Aspergillus sydowii : Aspsy1_0056161","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3114, A. niger CBS 513.88 : An02g08680, A. oryzae RIB40 : AO090012000852, Aspergillus wentii : Aspwe1_0105294 and Aspergillus sydowii : Aspsy1_0056161"
"Afu3g12720","Afu3g12720-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,377,226..3,379,244(-)","Putative sugar transporter-like protein","No","1","N/A","Putative sugar transporter-like protein"
"Afu3g12730","Afu3g12730-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,380,870..3,383,228(-)","Ortholog(s) have DNA binding, RNA polymerase III core binding, TFIIIC-class transcription factor binding activity","No","1","N/A","Ortholog(s) have DNA binding, RNA polymerase III core binding, TFIIIC-class transcription factor binding activity"
"Afu3g12740","Afu3g12740-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,384,895..3,388,659(+)","Putative copper resistance-associated P-type ATPase","No","1","N/A","Putative copper resistance-associated P-type ATPase"
"Afu3g12750","Afu3g12750-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,389,006..3,390,896(-)","Crossover junction endonuclease mus81, putative","No","1","mus81","Crossover junction endonuclease mus81, putative"
"Afu3g12760","Afu3g12760-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,391,166..3,393,896(+)","Ortholog of A. nidulans FGSC A4 : AN8147, AN1625, A. fumigatus Af293 : Afu3g01080, A. niger CBS 513.88 : An02g08740 and A. oryzae RIB40 : AO090012000846, AO090023000643","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN8147, AN1625, A. fumigatus Af293 : Afu3g01080, A. niger CBS 513.88 : An02g08740 and A. oryzae RIB40 : AO090012000846, AO090023000643"
"Afu3g12770","Afu3g12770-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,393,916..3,395,119(-)","Putative nucleoside-diphosphate-sugar epimerase","No","1","N/A","Putative nucleoside-diphosphate-sugar epimerase"
"Afu3g12780","Afu3g12780-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,395,567..3,398,271(+)","Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated","No","1","N/A","Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
"Afu3g12790","Afu3g12790-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,398,473..3,400,299(+)","Transcript up-regulated in conidia exposed to neutrophils","No","1","N/A","Transcript up-regulated in conidia exposed to neutrophils"
"Afu3g12800","Afu3g12800-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,400,446..3,403,293(-)","Ortholog(s) have cell division site, cytosol, nucleus localization","No","1","N/A","Ortholog(s) have cell division site, cytosol, nucleus localization"
"Afu3g12810","Afu3g12810-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,403,440..3,409,733(+)","Histone transcription regulator 3, putative","No","1","hir3","Histone transcription regulator 3, putative"
"Afu3g12820","Afu3g12820-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,410,034..3,412,889(-)","Ortholog(s) have ATPase activity, role in correction of merotelic kinetochore attachment, mitotic, microtubule sliding, mitotic spindle elongation and nucleoplasm, spindle midzone localization","No","1","N/A","Ortholog(s) have ATPase activity, role in correction of merotelic kinetochore attachment, mitotic, microtubule sliding, mitotic spindle elongation and nucleoplasm, spindle midzone localization"
"Afu3g12830","Afu3g12830-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,413,580..3,415,196(+)","Has domain(s) with predicted role in response to stress and integral component of membrane localization","No","1","N/A","Has domain(s) with predicted role in response to stress and integral component of membrane localization"
"Afu3g12840","Afu3g12840-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,415,597..3,416,300(+)","Putative signal peptidase I","No","1","sec11","Putative signal peptidase I"
"Afu3g12850","Afu3g12850-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,416,904..3,417,506(+)","Ortholog(s) have role in hyphal growth","No","1","N/A","Ortholog(s) have role in hyphal growth"
"Afu3g12870","Afu3g12870-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,420,107..3,422,476(+)","Has domain(s) with predicted intracellular localization","No","1","N/A","Has domain(s) with predicted intracellular localization"
"Afu3g12890","Afu3g12890-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,423,553..3,426,029(-)","C6 transcription factor hasA","No","1","hasA","C6 transcription factor hasA"
"Afu3g12900","Afu3g12900-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,426,138..3,428,128(+)","Putative transporter","No","1","hasB","Putative transporter"
"Afu3g12910","Afu3g12910-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,428,358..3,429,987(-)","Putative O-methyltransferase","No","1","hasC","Putative O-methyltransferase"
"Afu3g12920","Afu3g12920-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,430,194..3,436,923(+)","Nonribosomal peptide synthase (NRPS)","No","1","nrps5","Nonribosomal peptide synthase (NRPS)"
"Afu3g12930","Afu3g12930-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,437,617..3,439,088(+)","7-dimethylallyl tryptophan synthase","No","1","hasE","7-dimethylallyl tryptophan synthase"
"Afu3g12940","Afu3g12940-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,439,311..3,442,089(-)","C6 transcription factor hasF","No","1","hasF","C6 transcription factor hasF"
"Afu3g12950","Afu3g12950-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,442,294..3,443,860(-)","FAD-binding domain protein","No","1","hasG","FAD-binding domain protein"
"Afu3g12960","Afu3g12960-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,444,046..3,446,440(-)","Putative cytochrome P450","No","1","hasH","Putative cytochrome P450"
"Afu3g12970","Afu3g12970-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,446,735..3,448,755(+)","Choline transporter-like, putative","No","1","pns1","Choline transporter-like, putative"
"Afu3g12982","Afu3g12982-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,448,910..3,450,686(-)","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_064340 and Aspergillus fumigatus A1163 : AFUB_036210","No","1","N/A","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_064340 and Aspergillus fumigatus A1163 : AFUB_036210"
"Afu3g12990","Afu3g12990-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,450,972..3,453,822(-)","Putative methyltransferase","No","1","N/A","Putative methyltransferase"
"Afu3g13000","Afu3g13000-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,453,857..3,455,764(-)","Ortholog(s) have protein transmembrane transporter activity and role in chaperone-mediated protein complex assembly, mitochondrial respiratory chain complex III assembly, protein insertion into mitochondrial membrane from inner side","No","1","N/A","Ortholog(s) have protein transmembrane transporter activity and role in chaperone-mediated protein complex assembly, mitochondrial respiratory chain complex III assembly, protein insertion into mitochondrial membrane from inner side"
"Afu3g13010","Afu3g13010-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,455,785..3,457,934(+)","Has domain(s) with predicted hydrolase activity","No","1","N/A","Has domain(s) with predicted hydrolase activity"
"Afu3g13020","Afu3g13020-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,458,206..3,459,435(+)","Ortholog of A. nidulans FGSC A4 : AN3133, A. oryzae RIB40 : AO090012000828, Neosartorya fischeri NRRL 181 : NFIA_064300 and Aspergillus versicolor : Aspve1_0039309","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3133, A. oryzae RIB40 : AO090012000828, Neosartorya fischeri NRRL 181 : NFIA_064300 and Aspergillus versicolor : Aspve1_0039309"
"Afu3g13030","Afu3g13030-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,459,562..3,461,612(+)","Ortholog(s) have unfolded protein binding activity, role in cellular response to drug, protein folding and chaperonin-containing T-complex, nucleus localization","No","1","N/A","Ortholog(s) have unfolded protein binding activity, role in cellular response to drug, protein folding and chaperonin-containing T-complex, nucleus localization"
"Afu3g13040","Afu3g13040-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,461,785..3,462,402(-)","Ortholog of A. nidulans FGSC A4 : AN3135, A. niger CBS 513.88 : An02g08930, A. oryzae RIB40 : AO090012000826, Aspergillus wentii : Aspwe1_0050040 and Aspergillus sydowii : Aspsy1_0087186","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3135, A. niger CBS 513.88 : An02g08930, A. oryzae RIB40 : AO090012000826, Aspergillus wentii : Aspwe1_0050040 and Aspergillus sydowii : Aspsy1_0087186"
"Afu3g13060","Afu3g13060-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,462,964..3,467,043(+)","Has domain(s) with predicted acid-amino acid ligase activity","No","1","N/A","Has domain(s) with predicted acid-amino acid ligase activity"
"Afu3g13070","Afu3g13070-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,467,259..3,468,984(+)","Has domain(s) with predicted DNA binding, zinc ion binding activity","No","1","N/A","Has domain(s) with predicted DNA binding, zinc ion binding activity"
"Afu3g13080","Afu3g13080-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,469,029..3,471,025(-)","Transcript up-regulated in conidia exposed to neutrophils","No","1","N/A","Transcript up-regulated in conidia exposed to neutrophils"
"Afu3g13090","Afu3g13090-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,471,567..3,473,851(+)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu3g13100","Afu3g13100-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,476,127..3,479,292(+)","Ortholog of A. nidulans FGSC A4 : AN3142, A. niger CBS 513.88 : An02g09000, A. oryzae RIB40 : AO090012000819, Aspergillus wentii : Aspwe1_0050035 and Aspergillus sydowii : Aspsy1_0056138","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3142, A. niger CBS 513.88 : An02g09000, A. oryzae RIB40 : AO090012000819, Aspergillus wentii : Aspwe1_0050035 and Aspergillus sydowii : Aspsy1_0056138"
"Afu3g13110","Afu3g13110-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,480,552..3,484,550(+)","Putative adhesin","No","1","N/A","Putative adhesin"
"Afu3g13120","Afu3g13120-T","Aspergillus fumigatus Af293","Chr3_A_fumigatus_Af293:3,484,963..3,486,119(-)","Ortholog(s) have hydroxymethylbilane synthase activity, role in heme biosynthetic process, pathogenesis and cytoplasm, nucleus localization","No","1","N/A","Ortholog(s) have hydroxymethylbilane synthase activity, role in heme biosynthetic process, pathogenesis and cytoplasm, nucleus localization"
